"run_id","proportion_of_habitat"
"572081606866432C",72.21
"758391410283544C",33.08
"603849177920533A",33.08
"549156519161222E",38.438
"202111737495453E",38.438
"903714109055604B",84.54
"772093376952075C",84.54
"500430070125219E",54.721
"445465303200882D",54.721
"914529082230624D",63.741
"183634231378626D",63.741
"84338507280704E",30.239
"990330615657807C",30.239
"835728368858918E",68.321
"578135104455763D",68.321
"669884465918069C",29.706
"240035255887525D",29.706
"511159612526141E",21.225
"356901090662579E",21.225
"781439244318604D",36.423
"327048944430455E",36.423
"314691227479133C",87.227
"628798082159541C",87.227
"433530231825648A",86.737
"99370821969826B",86.737
"351740321549209C",51.103
"876603818665388D",51.103
"882079580621996A",81.348
"784905950054941D",81.348
"520647089133549A",52.385
"159893718526596B",52.385
"267733237908850E",85.052
"512761007378022A",85.052
"972545975448162D",53.63
"104722981959506A",53.63
"117348851412159A",53.573
"882219957522838D",53.573
"191287467418612A",76.256
"538472579318016C",76.256
"455290525728060C",80.511
"336239674582302C",80.511
"340471529687772C",23.983
"820779677710255A",23.983
"556611153033190B",71.877
"691333521993863D",71.877
"682316777350498A",18.644
"354304047698079A",18.644
"164060493906141C",18.848
"42081035109439D",18.848
"755252269582010C",77.566
"695614107449286A",77.566
"61669529657454A",72.394
"561262896689818A",72.394
"359603200089178C",89.488
"92051229875473C",89.488
"471294555215779E",19.873
"950059958548235D",19.873
"437235638502312A",29.551
"739550463663080E",29.551
"140300397492704C",20.887
"818757255612112A",20.887
"65476740310825B",65.01
"67655166004712A",65.01
"123564798005430A",77.331
"339319753496782A",77.331
"156062855258992E",71.191
"311212405133482A",71.191
"932086777831738A",84.656
"716462567351611B",84.656
"943427945218091B",33.153
"292421787113660B",33.153
"926729820252325D",39.818
"405205800500852A",39.818
"600115554419546A",44.589
"627255453950670E",44.589
"790673207369710C",21.54
"984523419860231B",21.54
"44622491733675D",38.175
"774323853860925A",38.175
"292652025042801B",54.44
"152895747400528A",54.44
"967464104701543A",29.49
"894588798675940E",29.49
"278979275089465D",17.647
"356027209508797E",17.647
"637109174377818C",76.905
"762374788791374A",76.905
"220440926657557B",80.073
"967055461699519C",80.073
"424667102042690D",74.978
"997073857439704B",74.978
"52965534535712A",87.033
"114234158277238D",87.033
"82969792365778A",13.418
"334563260582092E",13.418
"57258309252230A",46.138
"475612060311176C",46.138
"346990283957951D",81.688
"501074081319458E",81.688
"24789351281133C",14.846
"295462668181046C",14.846
"307187261208770B",12.491
"654019487093192C",12.491
"929510287612339C",83.632
"959507889022431D",83.632
"37432293862415C",45.801
"432164525372710D",45.801
"71629270760706B",51.967
"440858072928230A",51.967
"923842471955454E",21.802
"531268282040035D",21.802
"214677001764576E",43.621
"804452925212661D",43.621
"882982728844714A",32.87
"198116667555827E",32.87
"576614225634280E",66.407
"368282857606880E",66.407
"627006734253482A",11.724
"426485326863058C",11.724
"74696658084812E",52.892
"948882569664246A",52.892
"8713832891918D",70.501
"432664092795680C",70.501
"427046466123065B",87.849
"855497786529597A",87.849
"18459708065634B",78.413
"944179207405494D",78.413
"515037822200372E",41.728
"283473134562258E",41.728
"19757605297603D",89.906
"773176318958284A",89.906
"749740994665995E",25.375
"830647222914823D",25.375
"820201108134835B",61.68
"982274671552D",61.68
"660101996578851D",80.749
"671775849638462E",80.749
"34392674062817A",26.082
"778979094747311A",26.082
"856809950411680B",37.923
"245430968031875B",37.923
"57334634434830C",34.055
"167738679889014A",34.055
"1958050586703E",65.839
"97091463550259E",65.839
"207142628470765B",57.509
"339934513774342C",57.509
"249798385379408D",30.934
"529981878404831A",30.934
"928204896893397C",83.395
"700476902453566A",83.395
"187933227357874A",59.108
"230052555669629A",59.108
"158652167159057A",82.672
"824477658945436E",82.672
"935866182106214A",51.324
"729443300037307B",51.324
"85655813078792E",60.89
"673365800389298A",60.89
"611305544172851A",88.703
"856703904307816E",88.703
"184016146690451D",22.692
"468797994058946E",22.692
"402665265905661A",36.481
"337063489689462C",36.481
"356597378041869B",13.351
"315485981687395B",13.351
"279603258263740D",33.891
"589645006323312A",33.891
"523476028432920B",56.326
"603038277180258A",56.326
"388889405895946A",33.564
"411602442239578D",33.564
"759700164933460D",69.442
"426493308063843C",69.442
"920603713991741B",13.034
"627061060469392D",13.034
"357643468453897B",58.573
"286985256391582D",58.573
"239941599886392A",41.082
"475377091089302A",41.082
"432165213145804A",71.675
"939451781142481C",71.675
"922890927001365D",82.096
"473323351085502A",82.096
"214171081508614E",32.591
"282720049280965D",32.591
"298497515871664E",47.881
"974519347297651A",47.881
"105187114083255B",83.865
"531262173653229C",83.865
"123215042329126D",89.788
"952245470357843E",89.788
"663735467753014E",66.707
"405495298464252E",66.707
"15021961726589E",84.233
"620665776129519E",84.233
"466699679118835B",68.417
"965984551671980B",68.417
"235101260161535A",62.712
"656409456866457A",62.712
"269491956589945A",31.617
"885276770002126B",31.617
"636206786231114B",88.751
"916966154902380E",88.751
"29322849213057C",23.626
"639058282425978C",23.626
"625823459623651B",82.356
"385389845802659E",82.356
"966526464190849A",50.296
"249305609412819A",50.296
"192229219897391C",72.952
"659653818933240D",72.952
"729457947934559A",43.079
"918679233180347E",43.079
"573660736560704E",42.954
"649295468947269C",42.954
"737065301100033C",52.491
"757523429768122E",52.491
"996096539190414D",21.5
"69574533471462A",21.5
"108360774693982A",60.697
"907848471197239A",60.697
"665529281169902B",88.592
"223912647891186E",88.592
"806627475338402E",15.845
"292855709348683B",15.845
"452894374102298B",68.904
"542609835936190E",68.904
"842392710514761D",77.604
"891512628168034A",77.604
"617014169701926A",28.602
"677513329952567A",28.602
"421656930359019C",25.445
"606097697423405D",25.445
"63223407832939E",45.144
"492474496396217D",45.144
"951539378955072A",39.841
"547783919533274D",39.841
"771831521852156D",78.559
"827261480724364D",78.559
"219115860838454B",42.196
"173236302602217D",42.196
"727229657574958C",29.334
"777513759666767E",29.334
"605394449671582A",71.787
"970359657339176B",71.787
"471488847624393E",59.664
"211562254611397C",59.664
"466727253949709C",41.861
"638533432664600C",41.861
"106338021625629A",18.368
"104528128242677A",18.368
"400025782012223C",25
"17058893789757E",25
"487058402938033C",59.519
"304083053548199A",59.519
"20553022597831D",48.886
"344626390579080E",48.886
"889632144059337B",12.206
"783779641859663B",12.206
"204231197178188C",34.382
"958282824518140A",34.382
"311743415360642D",81.85
"979009267228636B",81.85
"886950168692388B",27.316
"11434583367956D",27.316
"493823520703955C",83.939
"52129236552052D",83.939
"414702129015462C",83.459
"179442722117082D",83.459
"815549302421430E",20.62
"889188688655225B",20.62
"81133313801730A",69.199
"289444971549861B",69.199
"487594992560441A",60.154
"736636637403823D",60.154
"28613397677899A",67.743
"302183693866883C",67.743
"225264581544696C",71.053
"294418114844091C",71.053
"490748232515413B",78.628
"675374494625760D",78.628
"85855896876879D",10.226
"743055861643611B",10.226
"522254546345660A",15.607
"358407944761948D",15.607
"141474279311016E",63.483
"332329059124299D",63.483
"57694512162088A",85.354
"862666009422284E",85.354
"335769883560707E",15.68
"833608420369414E",15.68
"506752961997276C",16.502
"106242634459793D",16.502
"359027820434422A",64.141
"521061335085993B",64.141
"927195897768466D",49.616
"839685979077808D",49.616
"940869346194965E",42.652
"950957487818519D",42.652
"974223912209417A",75.584
"610911587581698E",75.584
"946969229409032D",26.386
"669538857666187D",26.386
"297048047786276E",54.545
"690381712294323A",54.545
"733506772724292D",47.351
"477925328239916A",47.351
"732973703738443B",61.065
"902836272835972C",61.065
"975920375682696C",76.563
"82203234645717A",76.563
"510827691398127D",32.424
"644613263181509D",32.424
"864915892452600B",39.317
"201182087410199D",39.317
"144455501148267E",31.728
"582517409307205D",31.728
"945496491619586B",65.115
"907794464810831E",65.115
"118716931383812A",86.608
"634932578354800B",86.608
"385482529684540D",29.03
"421190952224195D",29.03
"345798554619846A",10.778
"859650198660486C",10.778
"289893247001165B",61.476
"383433009104200A",61.476
"210058350689145E",13.186
"548978515261552A",13.186
"504750245465913A",31.374
"2821729517402B",31.374
"981720916345649A",76.092
"668405606463810D",76.092
"416813683853753B",14.516
"163483353265122E",14.516
"581119531502112C",74.26
"493932567582658C",74.26
"691790959433014D",79.476
"5354922599199A",79.476
"392535825223996E",60.292
"449852814461885E",60.292
"648476758019790E",40.056
"357849614776942E",40.056
"486303934064884D",24.367
"520205704220256E",24.367
"915183239632219C",25.763
"170587805785882B",25.763
"502673522943892C",76.002
"925309199836079B",76.002
"128668326612111B",54.977
"645753166929689A",54.977
"968274544083451B",26.07
"481423568727482A",26.07
"777686613572382A",53.258
"618984974015360E",53.258
"857124477625216A",72.484
"357194190458547B",72.484
"969559005085053C",49.11
"514481129479956E",49.11
"588592593307915B",23.302
"260425773916383E",23.302
"490805035772346D",14.202
"916598284958775B",14.202
"290471884806983D",48.71
"167751955850563C",48.71
"172370767183682D",15.438
"134558205764838B",15.438
"205610853914005E",60.235
"371905831193888E",60.235
"134002738705685B",10.511
"196618707460396A",10.511
"2924806948798E",45.062
"260248098134154E",45.062
"131045402877960A",74.797
"440497675624539B",74.797
"951544034017815B",50.98
"454902243022695B",50.98
"893069496554647D",34.408
"381268829752215C",34.408
"569444268854070E",20.054
"213049556890265E",20.054
"837347343844214A",83.692
"80633103477449A",83.692
"521215321456325B",58.261
"466403220048689B",58.261
"145038000269651C",67.952
"819427036081870D",67.952
"723153743358330D",35.891
"722198528203681C",35.891
"244480370648912C",60.638
"623179797751308C",60.638
"563100617806783C",45.522
"470702005719068A",45.522
"705832232657256B",39.433
"811165923467439C",39.433
"540517178947482E",49.157
"294869224204991C",49.157
"563062146289757A",29.772
"495175588277270E",29.772
"428290155408574B",18.442
"720398290674944E",18.442
"301843184913214D",59.29
"705166570888689C",59.29
"13438948520264D",11.235
"757011417314866D",11.235
"659099888398236C",16.721
"519487551018486B",16.721
"358667826415636C",52.101
"897194518333566B",52.101
"886266653663905E",81.537
"483127000469972B",81.537
"560841110657047D",22.88
"360406090694123E",22.88
"33980494839436E",25.867
"407119491427797D",25.867
"700056833780427E",62.803
"66524187512854C",62.803
"448477513024872B",60.505
"632753538262142D",60.505
"744262571137363E",70.86
"187640112417863E",70.86
"575972739921726E",83.792
"332975323982669A",83.792
"330251210186394D",89.6
"937964996526949D",89.6
"620160980693982C",46.224
"306257488558329D",46.224
"714961893178214E",45.241
"481846741858452B",45.241
"292126928041856B",55.085
"273415070113049A",55.085
"807160534423627D",75.345
"833312065100562A",75.345
"281756788209027D",50.554
"440770826802535C",50.554
"720231106815723B",40.947
"710396504381045E",40.947
"342331524939490A",39.725
"928420987716669B",39.725
"714475708687337C",22.014
"464192084580321C",22.014
"248949114830311C",69.875
"807289071318026C",69.875
"113347848910819E",80.157
"586312668821562A",80.157
"526948468233676D",48.387
"50653908105364A",48.387
"763058955667541C",68.021
"266367524620064E",68.021
"757045122668539D",17.751
"519267364229337B",17.751
"5452464055656B",47.945
"181221746409379A",47.945
"325911309950289B",34.941
"409440635698233D",34.941
"445564181201755C",63.074
"533907455410106B",63.074
"186546190540102A",79.361
"163945515969339B",79.361
"967283600078827D",51.148
"379739730481083E",51.148
"261186432643174A",52.006
"665620659106868D",52.006
"797530858926793B",28.125
"839366214538125E",28.125
"574698648398227C",88.287
"321430946541678D",88.287
"333367816548087E",49.037
"70337959539661E",49.037
"410306412030532A",28.929
"734913986162934D",28.929
"871811452571422B",58.333
"985036383942542A",58.333
"974483721998244B",77.115
"31579453827001D",77.115
"321529195349808A",36.139
"684531094369917C",36.139
"179364249395773D",13.572
"258850286704490B",13.572
"323790145401485D",56.987
"207929924502654A",56.987
"464772524998747D",27.199
"670708506927984B",27.199
"211983104248755A",29.152
"758623935507393D",29.152
"851274456301445D",72.842
"458453793197680E",72.842
"577018998950066B",27.885
"283981487285182D",27.885
"897641810008249B",23.873
"484838439942743D",23.873
"544757250168047C",43.377
"927141585033817B",43.377
"750803604339256C",11.824
"319970872101075D",11.824
"902166860823299A",32.534
"48830888315349C",32.534
"544684350063147B",86.311
"310910271969075A",86.311
"63687225418364D",74.484
"778449127259631B",74.484
"755361570759998E",55.556
"482251377798051C",55.556
"175044770800377E",12.782
"99138762054100D",12.782
"598525552265605E",73.036
"109981264244787B",73.036
"519472551600229B",84.33
"434273572854996C",84.33
"236418298841526A",73.421
"621040096858218C",73.421
"131767871332776E",61.76
"391400591489649D",61.76
"384152486252436D",11.901
"221030816587697D",11.901
"558970074883462C",36.366
"415716311047589C",36.366
"217449718765239D",37.452
"184929941878619A",37.452
"197623947087308C",78.845
"768328201470042C",78.845
"522326426432069A",19.498
"974111692150107B",19.498
"540944943351168D",54.339
"92853007342346B",54.339
"57932127307373A",18.266
"496701804247686A",18.266
"739731516220202C",58.169
"523229967642522A",58.169
"597738554849242B",84.458
"909687056770118D",84.458
"992227707921148D",19.827
"883111297955600E",19.827
"677497455188363E",89.685
"999099522812343A",89.685
"634768106756200E",82.567
"936035102738314D",82.567
"541680287988644D",80.575
"770093638806290C",80.575
"709519101450756A",66.26
"494486718668041E",66.26
"649385906625744B",41.381
"488878262508898B",41.381
"691043852995231B",55.658
"685823929625999D",55.658
"205939787349953A",67.515
"780799937133105E",67.515
"611286284798853C",74.48
"531344464493554C",74.48
"832430745684444C",38.361
"587634411300221A",38.361
"626500695572720D",11.627
"985997467771868E",11.627
"175727277822617C",18.499
"381607652272299A",18.499
"999441163194713A",20.549
"480839646478942E",20.549
"587022110001273E",53.68
"959816486514988B",53.68
"825410251159551A",11.197
"655540286492145D",11.197
"571454093609555A",26.784
"500393361243016A",26.784
"346020335302281B",50.212
"146100380112378B",50.212
"477976923994302D",56.503
"778733125438852A",56.503
"919506089355639C",41.284
"168693932096116C",41.284
"739525987817409B",42.808
"167515041426152A",42.808
"727860877350965B",10.83
"826292246181030E",10.83
"322874183485423B",32.345
"487195136168212D",32.345
"969692689141383B",27.75
"475331192264693A",27.75
"711240700890825E",83.332
"302877299970448D",83.332
"110963447064856E",56.01
"720816413337056E",56.01
"891118234255188E",84.984
"444243986335049E",84.984
"254810008515827A",61.244
"949976452318936A",61.244
"784387987297004A",25.674
"919609867187309D",25.674
"261605875025069E",68.75
"40027014088159C",68.75
"148870013701174B",69.543
"531028980747474B",69.543
"438429072107960E",69.814
"613661958268644B",69.814
"105052544470962C",31.16
"292569908459122C",31.16
"526949087089339E",54.281
"996849627910586D",54.281
"642989053648993E",47.275
"247854335108961E",47.275
"989917174628264E",81.128
"395736949076046D",81.128
"357054599056854D",42.392
"29898008891705D",42.392
"680133126979041A",12.561
"205705669582637E",12.561
"582771797329257A",44.11
"484846405450909B",44.11
"486565459665781C",15.946
"348643303274211D",15.946
"789874273529493C",38.496
"242478176735434E",38.496
"510690881911911E",24.749
"613890932246917B",24.749
"154176845338324B",58.852
"458397172531031C",58.852
"136855403599195C",36.272
"403302129391756E",36.272
"606848788233317B",86.064
"377958455592255A",86.064
"851414440858693E",36.909
"306918875641293E",36.909
"940286071476027C",80.32
"289512108244159C",80.32
"767211435801130A",14.001
"679320042319354A",14.001
"323309354837748E",19.102
"330419371903868B",19.102
"778886838254166A",84.255
"219867936286357D",84.255
"210846337567539E",11.401
"629651351974036A",11.401
"991860328694295C",84.775
"445892380163170C",84.775
"47824027597147E",55.307
"555159669970203E",55.307
"934395332240296D",30.622
"248535690919471C",30.622
"34444962405361D",51.79
"212376984186982D",51.79
"858486891020390D",32.793
"622134465883057E",32.793
"660030345622598B",29.078
"832548010051317D",29.078
"842916937124711C",32.926
"179055980414097A",32.926
"414266608310459A",81.982
"928764062436047C",81.982
"488315750439683D",66.979
"443037810462917D",66.979
"422434168017331A",75.787
"776523497647216C",75.787
"657555452685151C",22.767
"523669262982936E",22.767
"688719975563360D",61.195
"793447134235475E",61.195
"433555301617468E",27.219
"243662187685669C",27.219
"839652921193404D",63.965
"701836049939259A",63.965
"263777466613759C",56.288
"26042152906011D",56.288
"426907897986852C",11.087
"547385837193752A",11.087
"278824573765088A",54.88
"134605832785979E",54.88
"963701035802585D",21.747
"141626264698003C",21.747
"958008872332389E",78.049
"557498311790422B",78.049
"991977517268320B",28.337
"862315560005785B",28.337
"845242039497188A",67.383
"590508494930747C",67.383
"687527712982660D",82.833
"874181400282546D",82.833
"903427371120560B",64.573
"608120607212246A",64.573
"208691604065968A",35.479
"995329813805511C",35.479
"153860450066656A",10.578
"428714486476737E",10.578
"937222406828680B",74.71
"291517121175688D",74.71
"759489412387009A",28.478
"381728501882341A",28.478
"393860185811771A",50.001
"822357442511049E",50.001
"229142202891079B",55.416
"769341938163081A",55.416
"705639125960507D",57.54
"256273174346501C",57.54
"661748765318188A",88.854
"656107045936463A",88.854
"708486069410928B",39.138
"860770177989880C",39.138
"483532489702863E",34.205
"449503664539838E",34.205
"871951512338738C",10.063
"128658218878549D",10.063
"543886507397233D",61.666
"763950622603450A",61.666
"650344429546869C",69.667
"398845642152342A",69.667
"849644739922464C",40.104
"242285127988555C",40.104
"358531312606760C",21.62
"636256683229014E",21.62
"300243967158620E",81.648
"869692130458840A",81.648
"775009453816806E",67.153
"300502429251518D",67.153
"399900306044448D",85.755
"822419321624296C",85.755
"713996936538626C",15.793
"982650007069576B",15.793
"50804442715505A",19.748
"482529268128335B",19.748
"735093177032891A",57.851
"690763800333283B",57.851
"965756562566569B",75.177
"422734367817636C",75.177
"642762198141794D",48.265
"787805187216791E",48.265
"331828787330788C",80.848
"586901050551393C",80.848
"394053106191212D",82.971
"935672562472319E",82.971
"797691395853331D",75.991
"9467689887343C",75.991
"957452773544305A",49.244
"478464924680742C",49.244
"198851157015550A",52.289
"18327848956409A",52.289
"744046665897511A",69.238
"843073206744325C",69.238
"526416461166141D",20.306
"343863743345118E",20.306
"697311239974864C",31.862
"997878627006634D",31.862
"674160886342657D",27.987
"467956237201752B",27.987
"831556699319758C",12.152
"525784497963003C",12.152
"835587175785443D",76.663
"57287836953949B",76.663
"127364245512487E",82.009
"483416452801740E",82.009
"279678695592328B",24.57
"557714594979110B",24.57
"226190609427010D",62.137
"801453942932389A",62.137
"389266249227835E",32.034
"701001527277180E",32.034
"729860781831663B",22.879
"581659573210946D",22.879
"750534011944527B",67.277
"845452912217145C",67.277
"366757611453741A",66.76
"113984388518236C",66.76
"845978754869684C",35.99
"380400993996161D",35.99
"108488231237222C",37.85
"390121837397679D",37.85
"641010781415737B",77.897
"390573832056564E",77.897
"248173593958624D",85.47
"330726770019659C",85.47
"744307652184241D",64.337
"416731153448818C",64.337
"812040035070025B",77.922
"694105692920691A",77.922
"824358906142345E",79.02
"859538103130057C",79.02
"582345989197950B",73.861
"806046024021219A",73.861
"152433916158290E",10.359
"769092371724404E",10.359
"24788210983167C",78.363
"18062035642174A",78.363
"62110998822391B",19.254
"718359742233566B",19.254
"11280688135188B",55.883
"225437088709581E",55.883
"58643689760204B",72.703
"893185700753587D",72.703
"460631837387539E",86.511
"797304534073022B",86.511
"914508979369009E",22.285
"934340945038946B",22.285
"29551213484995D",75.208
"71471167183158A",75.208
"2306857301891C",27.513
"689846113359589E",27.513
"901424405879870C",40.602
"809780169394692A",40.602
"68163975684280D",19.374
"928679986393604B",19.374
"220820649589561E",57.298
"835993669329971E",57.298
"164843799451609A",70.133
"595655926414823D",70.133
"295078274116952C",31.1
"835539345818158E",31.1
"502400202913734A",66.499
"586662315654787D",66.499
"436587987512842B",20.737
"846222333162323B",20.737
"767672285808438B",33.445
"472041149902500C",33.445
"590743363776771B",36.177
"806793312229070C",36.177
"760236935070756C",14.244
"86195603677172E",14.244
"609794385430853A",22.461
"496274226521298A",22.461
"512998007866791C",44.831
"516973817942817E",44.831
"736576951817938E",64.791
"77494117564491D",64.791
"481489248054810B",20.137
"331485405985896E",20.137
"445830914209130E",23.416
"577103266775814C",23.416
"693371878214230D",46.91
"235709843438506B",46.91
"869402608172311C",76.524
"69490824806826C",76.524
"408985241594333D",26.835
"747222259673922A",26.835
"956819503700372E",57.935
"170945602809377E",57.935
"507078736981855D",47.03
"52688412148618B",47.03
"864612675468418B",68.161
"164626851633175A",68.161
"949475411965515E",79.626
"788132350390831B",79.626
"780737527516050B",40.261
"878062289714209E",40.261
"829110620617038A",26.199
"717216453058768D",26.199
"495297412056807D",12.261
"365179522483533B",12.261
"98371938909080C",12.808
"679669782119331B",12.808
"466365309906196E",58.932
"800923782298506C",58.932
"441248098502122A",62.969
"668941547269242D",62.969
"933930429801743D",77.218
"174594066832217C",77.218
"202682055482467E",47.078
"711226460400707D",47.078
"387520899329292D",19.295
"960243937624268D",19.295
"433135235773452A",86.688
"98455578406784A",86.688
"980328676040868C",38.88
"474457996318218D",38.88
"486536570457711A",69.991
"717325985397104D",69.991
"59549668468090D",15.46
"293956693271598B",15.46
"542374692839249D",39.673
"985463663706288C",39.673
"836544067986471C",47.398
"533884487521776D",47.398
"467820319264630C",44.681
"824778256031659E",44.681
"856478683088857C",38.06
"724470421107811A",38.06
"455099489207879D",16.07
"146815060886122A",16.07
"158204718669801C",82.477
"312337684066139C",82.477
"983202424368138C",68.127
"193633499517496E",68.127
"881937179675997B",60.077
"17040399462742C",60.077
"195799457346909A",62.486
"996932225096734B",62.486
"751110381140333D",79.31
"764388885254299A",79.31
"383281148699069E",86.354
"886770931573903E",86.354
"215967442037586D",44.439
"621652151858873B",44.439
"157667769762379D",71.267
"280518398480710C",71.267
"313374186401427A",34.743
"56238772669291E",34.743
"847022176863855B",16.571
"227243237929286C",16.571
"987501626536189C",48.417
"585948290089536D",48.417
"376118501933473C",17.059
"118453168276794E",17.059
"778869127656544E",30.837
"461864601431280C",30.837
"640294483110117C",14.623
"686263451896714B",14.623
"395240388790812A",75.415
"457201336095374E",75.415
"477607850485973B",69.68
"166300053343520C",69.68
"694295758018421B",88.081
"998012515259279B",88.081
"31978130542771C",76.757
"955313127504856C",76.757
"4096970792128D",48.096
"912204444026237A",48.096
"960609362973536A",75.758
"780690737828110E",75.758
"519675413591434C",25.099
"519630155411957D",25.099
"313393230847676B",41.801
"848286873129086E",41.801
"151907111074256A",65.251
"729137818269557B",65.251
"628151827862384D",32.293
"251051321832947B",32.293
"904595108321422B",88.952
"831224413963457E",88.952
"255765656767575C",33.407
"78576680115088D",33.407
"796135178384259E",75.479
"258263240874410D",75.479
"516428434514715D",34.564
"227441337834957C",34.564
"597658122314114D",51.638
"531240076984277E",51.638
"535268007299713B",53.948
"548728121536877C",53.948
"498265737659872C",85.577
"661108930469113C",85.577
"773444323258310E",69.111
"888068534321710E",69.111
"765149244782274B",65.142
"68801820749457B",65.142
"261319307186330C",59.683
"574797043063597C",59.683
"630849486596942B",68.248
"5313634316467A",68.248
"465891278809810B",48.625
"18552375759810B",48.625
"319900145879917E",70.38
"10431562922235B",70.38
"384304563363764A",18.236
"333006539956293A",18.236
"577080204166855C",59.772
"605257929405006D",59.772
"71249107665324D",15.145
"806907073206716B",15.145
"108472582249979A",43.904
"56511649278540E",43.904
"651928012123899B",58.987
"766889467325825B",58.987
"672060761999330B",35.115
"660107989033488C",35.115
"438093395672246C",20.448
"284906897480320B",20.448
"393938757779118C",43.709
"83013716495261C",43.709
"16907097959989C",52.989
"254678817234028E",52.989
"793017122870487E",33.756
"222406946505722A",33.756
"422794213100120C",16.261
"33704282673548E",16.261
"869150373435304C",63.849
"380318999755053A",63.849
"463675554355014A",67.308
"223296186243534A",67.308
"860510062357196A",72.242
"249268371030071E",72.242
"479413220357582A",73.922
"354854442282695D",73.922
"227390989907194E",14.746
"292511224893337B",14.746
"31210758979437E",34.268
"517731663917748E",34.268
"384830867129533A",53.873
"17962067588169D",53.873
"532883275768040D",51.872
"23025269839688B",51.872
"969053070572452B",63.78
"504180600598489B",63.78
"915365776842770B",78.757
"176286700488384A",78.757
"145714164185403B",57.607
"801173798239300A",57.607
"687664808581081A",70.222
"297139296393858D",70.222
"752049520889090C",37.136
"402890485548808D",37.136
"101867039487728A",84.639
"914041463445355A",84.639
"839618715654323D",27.82
"78927870874030E",27.82
"692692229834519D",14.958
"13840614169229C",14.958
"135587907342291C",71.015
"48612278594126D",71.015
"959457883935521C",83.22
"24595081304156A",83.22
"503979051425689D",24.136
"46804632597070A",24.136
"236905305098829A",28.832
"665461977126001B",28.832
"882534374198007A",28.737
"410022028377588E",28.737
"693063819416958E",42.973
"757805867293648B",42.973
"283694273970963C",18.036
"936767058849043D",18.036
"368692454856189C",64.249
"553679007722114D",64.249
"297820622035548D",20.164
"532495825981820B",20.164
"772554319639554E",37.669
"454868842323734C",37.669
"420284704137835B",49.708
"88054684408349E",49.708
"688312516462019D",35.422
"749542062537405C",35.422
"254316419342491E",80.717
"327609886014321A",80.717
"176129248643643A",59.408
"405306231707034A",59.408
"595473350025509B",89.341
"290931367559102A",89.341
"19207980099002E",46.748
"343072044739303C",46.748
"748656659420334A",69.414
"164368111801354B",69.414
"145080297483932C",89.635
"695983540609137A",89.635
"197108041698424C",25.282
"913318647859223B",25.282
"894894424914849E",16.337
"418011291500902E",16.337
"737033717305461C",33.264
"340341429996779B",33.264
"36955693968983D",49.579
"356249199199497D",49.579
"741751082636878E",42.147
"168449905687894D",42.147
"807729897980551B",39.225
"836371286130473A",39.225
"645476716255205E",60.357
"600124088711468D",60.357
"119568085963549C",50.88
"282235712711800D",50.88
"256371659574732D",67.786
"215922595402691C",67.786
"720411395475137C",47.15
"80897194265954C",47.15
"218756696981187C",21.307
"207809093502682B",21.307
"949483676644231D",70.307
"1433866261774C",70.307
"445019434063784D",48.03
"295496755882268A",48.03
"404858208666145E",70.609
"183584705067369E",70.609
"243899950455573D",45.859
"975289438410570D",45.859
"612954618803747A",37.557
"479044179120341A",37.557
"898471307661873A",63.574
"811283959726879C",63.574
"360778348811036E",17.853
"478041757042357D",17.853
"655613461757892D",80.913
"594313200255920C",80.913
"167979790816761E",56.818
"543429940086784E",56.818
"239281754932275D",38.622
"110638103555434B",38.622
"650227615437363D",24.514
"946104029722000E",24.514
"870139206343252D",89.412
"256813768002440B",89.412
"190978415645062C",81.476
"132606956651697D",81.476
"667238010264081C",12.428
"15762931099034A",12.428
"251707799824056C",11.338
"755954769365488C",11.338
"86251728223868B",71.458
"675883591477394C",71.458
"192310526366833B",10.318
"647955164576864C",10.318
"603655653739402D",60.436
"731774150455377B",60.436
"753260024275700E",65.463
"421848692003341C",65.463
"554993670976134B",87.164
"521333937182287E",87.164
"237868845267321C",66.208
"474177275131269B",66.208
"872727351557424E",53.497
"904299558838402D",53.497
"714228692619593C",58.023
"798576117972515E",58.023
"370217398697587E",28.485
"293734636500451B",28.485
"633387545280855E",54.601
"169575615648924E",54.601
"728328412821720C",73.315
"902725253992147D",73.315
"385184332423574D",46.003
"60061499225963D",46.003
"309925152737193B",73.765
"74623494444178D",73.765
"659382621925292C",34.658
"404890511629611A",34.658
"674822450848676D",89.024
"860700064949214E",89.024
"190657634926558B",26.528
"476077130505708A",26.528
"241223984498876B",18.988
"649889203437791D",18.988
"764807883544679B",34.876
"66983357652162A",34.876
"246618777695230C",24.838
"451466850978026C",24.838
"797638879298835D",89.95
"159137632235529C",89.95
"862373312319144D",31.549
"52753252284716B",31.549
"761563566837766A",75.845
"523999275280991A",75.845
"100812018373376E",85.639
"283879115598970D",85.639
"301310384564897B",84.055
"983017622570241E",84.055
"496009438148630B",29.93
"28960319939771B",29.93
"762064252376964B",41.991
"975795505655974C",41.991
"275108714425432D",60.962
"358218363325715D",60.962
"646002203770129B",49.474
"779497975168010D",49.474
"691085010237610E",64.523
"953413978757613C",64.523
"249100158343119A",16.696
"174828368178702A",16.696
"960961644651144D",53.345
"460417570966181D",53.345
"237151984636229D",49.911
"743391318157990E",49.911
"783073639358066B",36.021
"143316562486714E",36.021
"725105007305867D",78.176
"691017757612747A",78.176
"457100147640712C",48.74
"521861337042625B",48.74
"827601811785566E",77.77
"188750009320765A",77.77
"832176904979800C",38.994
"809363040133293D",38.994
