run_id,N_individuals,steps,landscape_area,habitat_area,matrix_area,type_scenario,proportion_of_habitat,matrix_permeability,perceptual_range,vision_angle,mean_hab_neighbors,total_crossings,assess_top_sections
408017323925003B,100,500,7056,1488,5484,8,20.445,0.797,12.096,134.558,1.2619047619047619,610,0.402
319105489817833C,100,500,7056,5900,1072,8,78.408,0.107,19.757,109.449,5.071428571428571,600,0.432
346315267140652E,100,500,7056,5475,1497,8,78.408,0.107,19.757,109.449,4.726190476190476,734,0.508
811234666597009E,100,500,7056,6119,853,8,86.871,0.247,10.086,125.184,4.7976190476190474,563,0.426
74437288735856B,100,500,7056,5896,1076,8,86.871,0.247,10.086,125.184,5.0476190476190474,779,0.386
491219330233660C,100,500,7056,6187,785,8,89.196,0.713,9.024,101.986,4.404761904761905,583,0.401
356647929339631C,100,500,7056,5996,976,8,89.196,0.713,9.024,101.986,4.916666666666667,610,0.361
54816208555600E,100,500,7056,4648,2324,8,63.283,0.625,6.562,114.553,3.5238095238095237,583,0.379
519425611684177B,100,500,7056,4438,2534,8,63.283,0.625,6.562,114.553,3.5238095238095237,592,0.421
77215764875756B,100,500,7056,3461,3511,8,48.019,0.334,16.182,154.94,2.9285714285714284,953,0.45
20169815635599E,100,500,7056,3546,3426,8,48.019,0.334,16.182,154.94,3.261904761904762,714,0.528
261117584096448E,100,500,7056,4503,2469,8,62.721,0.554,8.319,105.139,4.464285714285714,685,0.356
578052575129959D,100,500,7056,4678,2294,8,62.721,0.554,8.319,105.139,4.464285714285714,646,0.399
491951222946635E,100,500,7056,918,6054,8,11.93,0.332,6.461,113.914,1.0476190476190477,754,0.456
11857807417161A,100,500,7056,787,6185,8,11.93,0.332,6.461,113.914,0.7857142857142857,692,0.422
906114334794020B,100,500,7056,2523,4449,8,38.093,0.869,9.834,140.505,2,546,0.394
374910807174977D,100,500,7056,2742,4230,8,38.093,0.869,9.834,140.505,2.9404761904761907,623,0.4
734680880013521C,100,500,7056,3708,3264,8,49.595,0.101,12.121,95.261,2.9523809523809526,571,0.524
848552089836144E,100,500,7056,3288,3684,8,49.595,0.101,12.121,95.261,3.4166666666666665,567,0.487
905603241039702D,100,500,7056,1784,5188,8,22.861,0.156,12.552,176.71,1.0119047619047619,247,0.806
84073942559388C,100,500,7056,1517,5455,8,22.861,0.156,12.552,176.71,0.8928571428571429,697,0.91
69971948416630A,100,500,7056,5846,1126,8,85.972,0.192,17.12,93.697,4.511904761904762,616,0.453
616945045460933B,100,500,7056,6203,769,8,85.972,0.192,17.12,93.697,5.9523809523809526,759,0.382
21685441414789C,100,500,7056,6275,697,8,88.205,0.725,16.484,98.326,5.166666666666667,624,0.415
496892030863830B,100,500,7056,6212,760,8,88.205,0.725,16.484,98.326,5.083333333333333,706,0.381
314378971162712D,100,500,7056,5754,1218,8,83.402,0.262,18.832,127.524,4.440476190476191,539,0.462
14158260996700C,100,500,7056,5971,1001,8,83.402,0.262,18.832,127.524,5.535714285714286,737,0.426
206823802732739E,100,500,7056,2511,4461,8,41.745,0.204,14.319,156.841,1.8571428571428572,492,0.778
997052054973448C,100,500,7056,2590,4382,8,41.745,0.204,14.319,156.841,2.4047619047619047,444,0.689
738808778244853D,100,500,7056,961,6011,8,13.116,0.407,15.393,119.899,0.6785714285714286,585,0.432
623605287246578B,100,500,7056,771,6201,8,13.116,0.407,15.393,119.899,1.4761904761904763,900,0.43
405234968232823E,100,500,7056,2541,4431,8,31.87,0.88,16.708,111.988,2.2738095238095237,595,0.387
99694601448988E,100,500,7056,2326,4646,8,31.87,0.88,16.708,111.988,2.130952380952381,667,0.379
884226744268596B,100,500,7056,1778,5194,8,21.939,0.878,19.019,113.795,1.5714285714285714,734,0.38
287747002580908A,100,500,7056,1593,5379,8,21.939,0.878,19.019,113.795,0.09523809523809523,758,0.367
26715895521579E,100,500,7056,4221,2751,8,58.26,0.826,7.827,103.941,3.5952380952380953,615,0.372
32499104990238C,100,500,7056,4254,2718,8,58.26,0.826,7.827,103.941,2.869047619047619,563,0.366
818648258664359E,100,500,7056,797,6175,8,14.831,0.746,5.253,169.68,1.2023809523809523,571,0.384
610432024195569A,100,500,7056,1254,5718,8,14.831,0.746,5.253,169.68,1.1785714285714286,625,0.413
811817573558608A,100,500,7056,5385,1587,8,71.76,0.324,13.853,91.244,4.404761904761905,598,0.423
110596405402755A,100,500,7056,4964,2008,8,71.76,0.324,13.853,91.244,3.6785714285714284,540,0.456
115925973782287E,100,500,7056,5216,1756,8,74.595,0.68,15.933,109.251,4.809523809523809,628,0.376
808041447884670E,100,500,7056,5352,1620,8,74.595,0.68,15.933,109.251,3.9404761904761907,604,0.389
186227374617856E,100,500,7056,4551,2421,8,66.183,0.33,17.568,90.258,4.976190476190476,738,0.385
50370193092926B,100,500,7056,4905,2067,8,66.183,0.33,17.568,90.258,4.142857142857143,706,0.411
210330738699662C,100,500,7056,1857,5115,8,27.453,0.268,10.282,163.325,3.0357142857142856,1060,0.574
497512406048362C,100,500,7056,1607,5365,8,27.453,0.268,10.282,163.325,1.3928571428571428,515,0.67
897442019167432B,100,500,7056,1745,5227,8,23.695,0.354,16.666,108.166,1.9642857142857142,746,0.501
323150288487950D,100,500,7056,1512,5460,8,23.695,0.354,16.666,108.166,0.5714285714285714,522,0.435
416124488684045A,100,500,7056,2103,4869,8,26.622,0.701,6.555,171.633,2.2738095238095237,595,0.444
826748090965832D,100,500,7056,1862,5110,8,26.622,0.701,6.555,171.633,2.142857142857143,591,0.425
417741031586174C,100,500,7056,1289,5683,8,18.644,0.201,5.463,176.272,2.9047619047619047,1373,0.59
367056918207249A,100,500,7056,1340,5632,8,18.644,0.201,5.463,176.272,0.21428571428571427,311,0.508
837382752584624B,100,500,7056,4942,2030,8,62.84,0.275,19.764,115.312,4.869047619047619,898,0.43
556902367466224D,100,500,7056,4516,2456,8,62.84,0.275,19.764,115.312,2.1547619047619047,402,0.57
182624394861025A,100,500,7056,4471,2501,8,66.89,0.548,15.067,123.855,3.142857142857143,567,0.46
490657769674457C,100,500,7056,4809,2163,8,66.89,0.548,15.067,123.855,4.369047619047619,727,0.376
262105754921429D,100,500,7056,4952,2020,8,72.987,0.378,11.708,94.886,4.2023809523809526,644,0.388
518522883832560D,100,500,7056,5478,1494,8,72.987,0.378,11.708,94.886,5.130952380952381,670,0.367
352348269441504B,100,500,7056,5232,1740,8,78.594,0.746,8.112,102.333,5.166666666666667,623,0.361
2854102663677E,100,500,7056,5593,1379,8,78.594,0.746,8.112,102.333,4.9523809523809526,589,0.362
276419503025751A,100,500,7056,3141,3831,8,48.719,0.447,16.35,141.459,3.9404761904761907,1120,0.463
55622390142073B,100,500,7056,3469,3503,8,48.719,0.447,16.35,141.459,3.738095238095238,912,0.436
404873898149192D,100,500,7056,3948,3024,8,58.213,0.358,6.196,155.125,2.0714285714285716,445,0.611
212919441921758B,100,500,7056,4352,2620,8,58.213,0.358,6.196,155.125,4.2023809523809526,534,0.414
55965693903359E,100,500,7056,1913,5059,8,26.739,0.733,12.578,162.068,0.42857142857142855,569,0.399
323331121969145D,100,500,7056,1997,4975,8,26.739,0.733,12.578,162.068,3.357142857142857,801,0.4
756695803212576B,100,500,7056,4767,2205,8,66.667,0.452,12.193,139.455,4.083333333333333,600,0.473
725965434406613D,100,500,7056,4576,2396,8,66.667,0.452,12.193,139.455,5.107142857142857,778,0.379
210598178913562C,100,500,7056,3767,3205,8,53.102,0.41,15.604,120.634,2.8452380952380953,434,0.479
579694295463213E,100,500,7056,4355,2617,8,53.102,0.41,15.604,120.634,4.011904761904762,739,0.483
52107905644360B,100,500,7056,3588,3384,8,53.359,0.144,16.872,138.619,1.6547619047619047,375,0.768
8813170892770C,100,500,7056,3270,3702,8,53.359,0.144,16.872,138.619,3.380952380952381,730,0.66
987583000088114E,100,500,7056,2339,4633,8,31.241,0.637,6.455,97.885,1.119047619047619,486,0.366
28026184562683A,100,500,7056,2001,4971,8,31.241,0.637,6.455,97.885,1.369047619047619,525,0.41
144813601323704B,100,500,7056,4294,2678,8,59.296,0.119,9.975,113.321,2.107142857142857,405,0.607
926549656726781B,100,500,7056,4152,2820,8,59.296,0.119,9.975,113.321,5.380952380952381,974,0.374
705339465068713E,100,500,7056,3643,3329,8,49.145,0.379,19.402,179.929,3.4642857142857144,861,0.614
284519597987574D,100,500,7056,3353,3619,8,49.145,0.379,19.402,179.929,1.8095238095238095,591,0.743
943996701954426C,100,500,7056,4072,2900,8,58.545,0.842,14.296,147.314,4.9523809523809526,803,0.376
211166260353844A,100,500,7056,3843,3129,8,58.545,0.842,14.296,147.314,3.5238095238095237,531,0.38
276806912221338E,100,500,7056,5166,1806,8,68.4,0.168,9.191,166.497,4.011904761904762,450,0.569
304298426938743D,100,500,7056,5028,1944,8,68.4,0.168,9.191,166.497,4.345238095238095,607,0.552
791800891341107B,100,500,7056,1026,5946,8,20.649,0.795,18.758,140.068,0.8214285714285714,682,0.415
869527670257858A,100,500,7056,1376,5596,8,20.649,0.795,18.758,140.068,0.7142857142857143,534,0.39
361441302360301B,100,500,7056,3274,3698,8,45.11,0.475,16.861,133.451,3.5476190476190474,764,0.48
467700927564433D,100,500,7056,2794,4178,8,45.11,0.475,16.861,133.451,2.5595238095238093,618,0.536
161346735409168B,100,500,7056,1028,5944,8,18.499,0.896,19.713,159.996,0.17857142857142858,755,0.411
34027594603076B,100,500,7056,1491,5481,8,18.499,0.896,19.713,159.996,0.14285714285714285,558,0.423
646123899667751E,100,500,7056,1506,5466,8,17.242,0.106,14.474,126.467,1.1785714285714286,572,0.794
456310038502327C,100,500,7056,1331,5641,8,17.242,0.106,14.474,126.467,1.6904761904761905,999,0.684
636077811648491B,100,500,7056,5428,1544,8,70.347,0.139,9.703,158.837,5.119047619047619,539,0.488
733419013108747B,100,500,7056,4520,2452,8,70.347,0.139,9.703,158.837,3.857142857142857,589,0.518
979977492437825C,100,500,7056,3985,2987,8,54.38,0.571,10.323,140.374,4.238095238095238,670,0.443
707895020702197B,100,500,7056,3692,3280,8,54.38,0.571,10.323,140.374,2.3333333333333335,510,0.429
149448673379619A,100,500,7056,4807,2165,8,66.067,0.263,17.538,99.368,3.0238095238095237,539,0.518
715964256065167A,100,500,7056,4987,1985,8,66.067,0.263,17.538,99.368,3.4404761904761907,515,0.493
480591876530526D,100,500,7056,2708,4264,8,38.966,0.232,16.736,95.126,2.2976190476190474,550,0.544
539241222303105B,100,500,7056,3010,3962,8,38.966,0.232,16.736,95.126,3.119047619047619,685,0.558
514697732424127D,100,500,7056,5120,1852,8,71.973,0.451,14.312,111.018,3.5238095238095237,451,0.463
583857689763515E,100,500,7056,5457,1515,8,71.973,0.451,14.312,111.018,5.535714285714286,701,0.371
988684802925856A,100,500,7056,3861,3111,8,61.377,0.252,14.62,171.14,3.380952380952381,598,0.637
473405127518445A,100,500,7056,4157,2815,8,61.377,0.252,14.62,171.14,1.7619047619047619,312,0.965
265115327505770B,100,500,7056,1014,5958,8,12.212,0.521,15.897,176.545,0.8690476190476191,795,0.542
135779688605159E,100,500,7056,803,6169,8,12.212,0.521,15.897,176.545,0.5595238095238095,506,0.435
55159246586360A,100,500,7056,585,6387,8,10.826,0.557,14.357,172.049,0.8452380952380952,631,0.425
732173212210665D,100,500,7056,512,6460,8,10.826,0.557,14.357,172.049,0.5714285714285714,820,0.488
713520290576358C,100,500,7056,3353,3619,8,45.411,0.11,16.037,123.353,2.3452380952380953,480,0.706
906457725341411B,100,500,7056,3000,3972,8,45.411,0.11,16.037,123.353,2.2261904761904763,440,0.748
787577952045424D,100,500,7056,1320,5652,8,20.947,0.164,14.579,138.855,0.7738095238095238,391,0.752
206401508301534A,100,500,7056,1587,5385,8,20.947,0.164,14.579,138.855,1.4047619047619047,607,0.779
647268106525251E,100,500,7056,1847,5125,8,25.835,0.523,11.98,169.585,1.9642857142857142,851,0.541
167319302774231A,100,500,7056,1606,5366,8,25.835,0.523,11.98,169.585,1.9761904761904763,807,0.553
560364440637463E,100,500,7056,1564,5408,8,23.283,0.163,11.03,167.216,2.142857142857143,826,0.656
167700946387414E,100,500,7056,1250,5722,8,23.283,0.163,11.03,167.216,1.119047619047619,475,0.686
174879072760600E,100,500,7056,2193,4779,8,35.262,0.601,6.165,137.332,1.3333333333333333,561,0.398
274577565396944B,100,500,7056,2371,4601,8,35.262,0.601,6.165,137.332,0.6428571428571429,447,0.425
746009293119944E,100,500,7056,5269,1703,8,75.701,0.608,16.166,135.541,4.035714285714286,666,0.479
894180798699609C,100,500,7056,5215,1757,8,75.701,0.608,16.166,135.541,4.666666666666667,695,0.406
956492220181811D,100,500,7056,4792,2180,8,72.511,0.186,17.69,175.051,5.011904761904762,869,0.435
101946355791411B,100,500,7056,5208,1764,8,72.511,0.186,17.69,175.051,5.059523809523809,914,0.507
448124816457595D,100,500,7056,5092,1880,8,73.728,0.324,7.158,124.005,4.595238095238095,647,0.379
214130384234109C,100,500,7056,5026,1946,8,73.728,0.324,7.158,124.005,4.321428571428571,720,0.449
645397911204073B,100,500,7056,5069,1903,8,72.602,0.136,11.954,118.578,3.8333333333333335,573,0.464
286961392209273B,100,500,7056,5206,1766,8,72.602,0.136,11.954,118.578,3.2857142857142856,456,0.559
497308579697365E,100,500,7056,2822,4150,8,44.905,0.547,17.351,125.433,1.5119047619047619,425,0.471
371293298512063E,100,500,7056,2897,4075,8,44.905,0.547,17.351,125.433,3.2857142857142856,775,0.453
537163568452683E,100,500,7056,6043,929,8,84.154,0.195,14.821,175.926,5.380952380952381,711,0.489
59617159371077D,100,500,7056,5607,1365,8,84.154,0.195,14.821,175.926,4.2976190476190474,444,0.525
280638012875420A,100,500,7056,4565,2407,8,61.258,0.885,11.108,118.887,4.869047619047619,638,0.359
583029749546271D,100,500,7056,4367,2605,8,61.258,0.885,11.108,118.887,4.273809523809524,557,0.384
480223315507689C,100,500,7056,2900,4072,8,43.848,0.697,13.887,110.804,1.9047619047619047,568,0.458
710412313606277B,100,500,7056,2974,3998,8,43.848,0.697,13.887,110.804,1.8095238095238095,613,0.387
647221429366472E,100,500,7056,3596,3376,8,50.393,0.321,11.196,92.418,4.845238095238095,812,0.36
140425055513475C,100,500,7056,3816,3156,8,50.393,0.321,11.196,92.418,2.75,586,0.456
59193944563033D,100,500,7056,1268,5704,8,22.243,0.278,11.996,92.733,2.357142857142857,756,0.549
683280203534267D,100,500,7056,1433,5539,8,22.243,0.278,11.996,92.733,2.3214285714285716,744,0.462
564401878531333D,100,500,7056,2893,4079,8,38.426,0.775,7.218,152.813,1.7619047619047619,566,0.389
265524813458414D,100,500,7056,2695,4277,8,38.426,0.775,7.218,152.813,2.9047619047619047,719,0.395
365865121141879A,100,500,7056,3188,3784,8,45.899,0.777,15.952,153.268,3.357142857142857,698,0.391
113067608561398E,100,500,7056,3042,3930,8,45.899,0.777,15.952,153.268,3.0714285714285716,691,0.398
977367240712523D,100,500,7056,1934,5038,8,26.717,0.108,9.778,133.517,1.9166666666666667,661,0.741
680273113460586A,100,500,7056,2062,4910,8,26.717,0.108,9.778,133.517,1.7857142857142858,993,0.801
64736669340443C,100,500,7056,1592,5380,8,25.549,0.227,18.734,120.285,1.3333333333333333,606,0.652
483324122297649E,100,500,7056,1530,5442,8,25.549,0.227,18.734,120.285,1.4642857142857142,610,0.636
287398469506474E,100,500,7056,1748,5224,8,19.406,0.336,18.693,156.03,1.3928571428571428,864,0.69
478460922737681B,100,500,7056,1031,5941,8,19.406,0.336,18.693,156.03,0.21428571428571427,393,0.463
352071046680644E,100,500,7056,686,6286,8,10.153,0.529,18.07,173.707,0.8333333333333334,696,0.44
452547942576691A,100,500,7056,602,6370,8,10.153,0.529,18.07,173.707,0.32142857142857145,460,0.417
826077312630415D,100,500,7056,6045,927,8,86.345,0.446,7.282,138.068,5.345238095238095,660,0.433
457123656243012A,100,500,7056,6175,797,8,86.345,0.446,7.282,138.068,5.095238095238095,725,0.41
914582094936203C,100,500,7056,3391,3581,8,42.288,0.334,17.521,148.238,3.0833333333333335,618,0.57
157726447798335B,100,500,7056,2927,4045,8,42.288,0.334,17.521,148.238,3.869047619047619,1360,0.61
842321469706254A,100,500,7056,5524,1448,8,77.4,0.43,5.591,94.152,3.738095238095238,609,0.404
892767972040771C,100,500,7056,5697,1275,8,77.4,0.43,5.591,94.152,5.9523809523809526,731,0.337
129178605515245C,100,500,7056,5164,1808,8,70.051,0.872,10.278,92.306,4.5476190476190474,700,0.397
740264555608779A,100,500,7056,4998,1974,8,70.051,0.872,10.278,92.306,5.059523809523809,648,0.378
32699628856566A,100,500,7056,4930,2042,8,67.864,0.406,17.463,119.185,3.8333333333333335,622,0.441
344105799614238D,100,500,7056,4500,2472,8,67.864,0.406,17.463,119.185,4.464285714285714,907,0.433
803819132990463A,100,500,7056,1143,5829,8,17.857,0.536,16.011,141.168,0.40476190476190477,678,0.389
621119629664799C,100,500,7056,1083,5889,8,17.857,0.536,16.011,141.168,2.107142857142857,913,0.473
833301755472876B,100,500,7056,1450,5522,8,22.575,0.131,8.376,113.951,0.7619047619047619,447,0.546
68550796506974C,100,500,7056,1689,5283,8,22.575,0.131,8.376,113.951,0.6071428571428571,558,0.559
98774194817497E,100,500,7056,2751,4221,8,37.162,0.295,19.552,147.384,1.1785714285714286,472,0.839
495367469737620A,100,500,7056,2362,4610,8,37.162,0.295,19.552,147.384,3.357142857142857,1583,0.649
242378386157126B,100,500,7056,857,6115,8,12.897,0.327,5.343,137.951,1.3928571428571428,950,0.514
598950979587001D,100,500,7056,975,5997,8,12.897,0.327,5.343,137.951,0.6309523809523809,641,0.459
315136375613400D,100,500,7056,2553,4419,8,35.403,0.871,5.314,101.895,2.619047619047619,643,0.361
277740033873559C,100,500,7056,2854,4118,8,35.403,0.871,5.314,101.895,2.6547619047619047,575,0.344
793751466700278A,100,500,7056,6002,970,8,84.071,0.21,14.856,133.612,4.654761904761905,560,0.471
444048386666177C,100,500,7056,5807,1165,8,84.071,0.21,14.856,133.612,4.75,569,0.453
491093839915044B,100,500,7056,4832,2140,8,66.514,0.515,12.496,146.424,4.5,632,0.473
98169365594911D,100,500,7056,4627,2345,8,66.514,0.515,12.496,146.424,3.1904761904761907,516,0.508
509115545169580C,100,500,7056,5548,1424,8,77.931,0.437,15.606,145.911,3.988095238095238,618,0.426
217852712425350B,100,500,7056,5268,1704,8,77.931,0.437,15.606,145.911,4.440476190476191,723,0.412
503622797952385C,100,500,7056,2005,4967,8,21.681,0.206,11.293,102.172,1.7619047619047619,622,0.564
398878960848920A,100,500,7056,1571,5401,8,21.681,0.206,11.293,102.172,0.8214285714285714,486,0.545
10652353506413C,100,500,7056,4393,2579,8,64.774,0.257,5.227,149.082,5.809523809523809,870,0.334
399729716650644A,100,500,7056,4176,2796,8,64.774,0.257,5.227,149.082,2.0833333333333335,336,0.58
109596732868767D,100,500,7056,4363,2609,8,62.225,0.592,9.087,118.951,2.9047619047619047,619,0.393
555404067896218D,100,500,7056,4386,2586,8,62.225,0.592,9.087,118.951,4.892857142857143,746,0.366
748478401676021D,100,500,7056,3012,3960,8,44.706,0.658,8.135,170.246,1.7261904761904763,468,0.453
517046759646426E,100,500,7056,3224,3748,8,44.706,0.658,8.135,170.246,2.119047619047619,647,0.467
40220308334501E,100,500,7056,5002,1970,8,77.073,0.427,8.978,143.428,4.904761904761905,690,0.371
114760028374587C,100,500,7056,5455,1517,8,77.073,0.427,8.978,143.428,4.345238095238095,597,0.427
302453000020629C,100,500,7056,6137,835,8,88.072,0.753,5.56,153.545,4.4523809523809526,514,0.362
338259262731758B,100,500,7056,6140,832,8,88.072,0.753,5.56,153.545,5.9523809523809526,597,0.39
667301419500345B,100,500,7056,2088,4884,8,32.108,0.575,5.225,133.874,2.119047619047619,631,0.415
588489913886115C,100,500,7056,2466,4506,8,32.108,0.575,5.225,133.874,1.1428571428571428,502,0.402
32127621198789B,100,500,7056,4519,2453,8,67.453,0.554,10.835,158.902,4.619047619047619,633,0.444
985640550878465C,100,500,7056,5054,1918,8,67.453,0.554,10.835,158.902,4.904761904761905,713,0.418
71611530721744B,100,500,7056,4461,2511,8,68.069,0.219,11.357,95.131,3.869047619047619,631,0.447
452517675888792D,100,500,7056,4738,2234,8,68.069,0.219,11.357,95.131,4.559523809523809,683,0.385
