"","[run number]","matrix_permeability","perceptual_range","vision_angle","scenario","random-seed","[step]","total_crossings","assess_top_sections","siminputrow"
"30836",1,59,30,122,3,-741671208,499,764,0.462,30836
"30837",1,79,21,164,4,-741671208,499,763,0.436,30837
"30838",1,24,8,164,4,-741671208,499,839,0.633,30838
"30839",1,68,10,148,2,-741671208,499,661,0.452,30839
"30840",1,77,11,125,6,-741671208,499,628,0.368,30840
"30841",1,68,17,125,4,-741671208,499,861,0.388,30841
"30842",1,53,35,135,4,-741671208,499,1133,0.468,30842
"30843",1,53,7,107,3,-741671208,499,496,0.377,30843
"30844",1,43,27,152,5,-741671208,499,689,0.447,30844
"30845",1,42,41,165,2,-741671208,499,2243,0.593,30845
"30846",1,83,12,140,6,-741671208,499,638,0.367,30846
"30847",1,63,28,133,6,-741671208,499,662,0.458,30847
"30848",1,45,35,116,5,-741671208,499,780,0.432,30848
"30849",1,42,30,92,1,-741671208,499,1079,0.597,30849
"30850",1,22,10,105,4,-741671208,499,630,0.538,30850
"30851",1,35,17,112,6,-741671208,499,533,0.463,30851
"30852",1,51,18,175,6,-741671208,499,822,0.493,30852
"30853",1,58,40,118,4,-741671208,499,1090,0.444,30853
"30854",1,56,22,144,3,-741671208,499,455,0.508,30854
"30855",1,63,8,101,6,-741671208,499,613,0.393,30855
"30856",1,13,23,173,1,-741671208,499,2015,0.897,30856
"30857",1,45,33,177,6,-741671208,499,879,0.474,30857
"30858",1,53,18,96,4,-741671208,499,833,0.385,30858
"30859",1,39,41,174,2,-741671208,499,2456,0.629,30859
"30860",1,83,39,109,6,-741671208,499,892,0.437,30860
"30861",1,52,41,155,7,-741671208,499,935,0.524,30861
"30862",1,43,8,114,5,-741671208,499,442,0.403,30862
"30863",1,28,26,131,4,-741671208,499,1366,0.392,30863
"30864",1,30,34,110,6,-741671208,499,822,0.443,30864
"30865",1,71,36,129,5,-741671208,499,860,0.472,30865
"30866",1,54,42,110,5,-741671208,499,841,0.463,30866
"30867",1,49,11,177,3,-741671208,499,259,0.436,30867
"30868",1,65,11,118,3,-741671208,499,494,0.405,30868
"30869",1,28,10,104,7,-741671208,499,346,0.396,30869
"30870",1,88,29,134,7,-741671208,499,627,0.426,30870
"30871",1,56,15,115,2,-741671208,499,823,0.442,30871
"30872",1,88,38,104,5,-741671208,499,1016,0.467,30872
"30873",1,79,24,103,1,-741671208,499,835,0.394,30873
"30874",1,80,12,123,7,-741671208,499,570,0.389,30874
"30875",1,48,10,120,2,-741671208,499,712,0.448,30875
"30876",1,25,30,103,2,-741671208,499,1397,0.531,30876
"30877",1,45,6,164,3,-741671208,499,356,0.461,30877
"30878",1,44,8,133,4,-741671208,499,662,0.461,30878
"30879",1,87,7,165,1,-741671208,499,595,0.376,30879
"30880",1,20,7,145,3,-741671208,499,159,0.541,30880
"30881",1,31,9,156,6,-741671208,499,490,0.633,30881
"30882",1,13,31,120,3,-741671208,499,748,0.757,30882
"30883",1,72,13,152,2,-741671208,499,748,0.443,30883
"30884",1,87,31,166,6,-741671208,499,863,0.452,30884
"30885",1,84,38,162,3,-741671208,499,1110,0.525,30885
"30886",1,84,24,137,4,-741671208,499,909,0.403,30886
"30887",1,41,18,169,6,-741671208,499,564,0.493,30887
"30888",1,15,12,98,4,-741671208,499,756,0.574,30888
"30889",1,66,26,152,3,-741671208,499,576,0.491,30889
"30890",1,12,7,158,5,-741671208,499,102,0.598,30890
"30891",1,68,13,159,6,-741671208,499,566,0.426,30891
"30892",1,13,14,125,4,-741671208,499,1013,0.689,30892
"30893",1,89,11,149,5,-741671208,499,555,0.389,30893
"30894",1,27,5,150,5,-741671208,499,380,0.397,30894
"30895",1,43,16,129,6,-741671208,499,679,0.47,30895
"30896",1,85,20,171,1,-741671208,499,943,0.468,30896
"30897",1,24,5,111,4,-741671208,499,639,0.408,30897
"30898",1,20,12,175,4,-741671208,499,1190,0.746,30898
"30899",1,14,21,92,7,-741671208,499,218,0.528,30899
"30900",1,14,15,129,4,-741671208,499,1121,0.61,30900
"30901",1,56,11,101,5,-741671208,499,464,0.373,30901
"30902",1,51,35,91,4,-741671208,499,895,0.412,30902
"30903",1,14,28,125,1,-741671208,499,1841,0.833,30903
"30904",1,60,37,96,6,-741671208,499,741,0.437,30904
"30905",1,36,12,138,6,-741671208,499,547,0.528,30905
"30906",1,21,25,105,5,-741671208,499,561,0.451,30906
"30907",1,41,24,132,6,-741671208,499,582,0.418,30907
"30908",1,74,13,130,3,-741671208,499,449,0.403,30908
"30909",1,81,25,175,4,-741671208,499,1173,0.396,30909
"30910",1,87,23,179,4,-741671208,499,755,0.426,30910
"30911",1,73,39,90,4,-741671208,499,970,0.422,30911
"30912",1,85,31,174,3,-741671208,499,905,0.466,30912
"30913",1,82,18,146,6,-741671208,499,656,0.386,30913
"30914",1,49,38,144,7,-741671208,499,745,0.47,30914
"30915",1,47,11,120,4,-741671208,499,639,0.457,30915
"30916",1,55,22,127,4,-741671208,499,1066,0.393,30916
"30917",1,65,23,164,4,-741671208,499,1028,0.409,30917
"30918",1,20,22,151,5,-741671208,499,515,0.458,30918
"30919",1,84,19,99,5,-741671208,499,649,0.39,30919
"30920",1,43,34,171,6,-741671208,499,981,0.473,30920
"30921",1,16,21,154,2,-741671208,499,1413,0.817,30921
"30922",1,75,10,100,6,-741671208,499,603,0.365,30922
"30923",1,63,10,147,2,-741671208,499,766,0.446,30923
"30924",1,81,38,164,3,-741671208,499,917,0.601,30924
"30925",1,21,17,155,3,-741671208,499,92,0.641,30925
"30926",1,81,13,141,6,-741671208,499,621,0.38,30926
"30927",1,27,40,101,6,-741671208,499,841,0.441,30927
"30928",1,71,33,123,6,-741671208,499,846,0.423,30928
"30929",1,61,15,174,3,-741671208,499,376,0.471,30929
"30930",1,48,15,163,6,-741671208,499,622,0.458,30930
"30931",1,87,32,154,6,-741671208,499,781,0.456,30931
"30932",1,28,35,135,5,-741671208,499,745,0.46,30932
"30933",1,75,16,157,4,-741671208,499,868,0.388,30933
"30934",1,84,15,93,4,-741671208,499,697,0.354,30934
"30935",1,16,21,126,3,-741671208,499,249,0.647,30935
"30936",1,37,14,95,7,-741671208,499,296,0.439,30936
"30937",1,83,29,110,2,-741671208,499,946,0.41,30937
"30938",1,57,5,134,7,-741671208,499,477,0.377,30938
"30939",1,62,13,116,5,-741671208,499,564,0.376,30939
"30940",1,40,31,160,6,-741671208,499,781,0.43,30940
"30941",1,87,32,101,6,-741671208,499,754,0.418,30941
"30942",1,45,40,140,1,-741671208,499,1884,0.798,30942
"30943",1,48,32,128,5,-741671208,499,820,0.427,30943
"30944",1,19,35,123,6,-741671208,499,796,0.441,30944
"30945",1,45,19,107,3,-741671208,499,513,0.394,30945
"30946",1,41,19,121,5,-741671208,499,566,0.406,30946
"30947",1,58,29,166,3,-741671208,499,664,0.623,30947
"30948",1,10,8,156,4,-741671208,499,1106,0.712,30948
"30949",1,88,24,103,1,-741671208,499,743,0.41,30949
"30950",1,40,39,129,3,-741671208,499,1049,0.709,30950
"30951",1,58,26,175,6,-741671208,499,765,0.448,30951
"30952",1,60,16,141,3,-741671208,499,450,0.424,30952
"30953",1,24,12,114,1,-741671208,499,885,0.586,30953
"30954",1,75,13,123,3,-741671208,499,459,0.381,30954
"30955",1,87,33,157,6,-741671208,499,883,0.497,30955
"30956",1,20,27,150,7,-741671208,499,162,0.512,30956
"30957",1,61,41,145,3,-741671208,499,1096,0.672,30957
"30958",1,22,23,136,7,-741671208,499,145,0.586,30958
"30959",1,57,35,154,1,-741671208,499,1776,0.692,30959
"30960",1,45,16,179,4,-741671208,499,1414,0.466,30960
"30961",1,13,7,171,5,-741671208,499,91,0.626,30961
"30962",1,43,11,124,7,-741671208,499,331,0.423,30962
"30963",1,84,30,103,1,-741671208,499,896,0.413,30963
"30964",1,48,29,102,1,-741671208,499,1173,0.566,30964
"30965",1,65,31,106,1,-741671208,499,1076,0.535,30965
"30966",1,44,38,166,3,-741671208,499,1040,0.796,30966
"30967",1,88,8,149,5,-741671208,499,484,0.393,30967
"30968",1,35,20,123,3,-741671208,499,414,0.495,30968
"30969",1,58,15,179,3,-741671208,499,327,0.456,30969
"30970",1,72,35,133,3,-741671208,499,829,0.531,30970
"30971",1,12,26,125,2,-741671208,499,1613,0.723,30971
"30972",1,16,16,170,3,-741671208,499,42,0.786,30972
"30973",1,42,29,93,5,-741671208,499,661,0.413,30973
"30974",1,56,29,147,2,-741671208,499,1427,0.531,30974
"30975",1,56,16,170,2,-741671208,499,1032,0.649,30975
"30976",1,53,33,131,2,-741671208,499,1339,0.501,30976
"30977",1,82,7,92,2,-741671208,499,616,0.386,30977
"30978",1,69,10,162,1,-741671208,499,719,0.439,30978
"30979",1,60,37,161,2,-741671208,499,1650,0.565,30979
"30980",1,83,23,92,6,-741671208,499,697,0.399,30980
"30981",1,72,20,148,4,-741671208,499,761,0.424,30981
"30982",1,51,18,93,2,-741671208,499,782,0.453,30982
"30983",1,33,19,149,4,-741671208,499,1323,0.458,30983
"30984",1,81,40,142,7,-741671208,499,997,0.508,30984
"30985",1,37,39,118,2,-741671208,499,1777,0.549,30985
"30986",1,32,23,153,5,-741671208,499,525,0.469,30986
"30987",1,84,34,158,7,-741671208,499,917,0.46,30987
"30988",1,37,12,132,5,-741671208,499,367,0.444,30988
"30989",1,49,38,175,5,-741671208,499,980,0.515,30989
"30990",1,61,27,152,4,-741671208,499,1039,0.397,30990
"30991",1,57,38,153,3,-741671208,499,1118,0.661,30991
"30992",1,51,13,93,4,-741671208,499,721,0.379,30992
"30993",1,90,12,141,7,-741671208,499,694,0.376,30993
"30994",1,69,20,152,1,-741671208,499,937,0.508,30994
"30995",1,25,21,167,6,-741671208,499,577,0.574,30995
"30996",1,14,11,95,7,-741671208,499,266,0.436,30996
"30997",1,25,18,165,2,-741671208,499,1286,0.78,30997
"30998",1,48,36,93,5,-741671208,499,831,0.4,30998
"30999",1,35,37,126,7,-741671208,499,660,0.503,30999
"31000",1,69,5,115,2,-741671208,499,556,0.385,31000
"31001",1,76,26,116,5,-741671208,499,699,0.419,31001
"31002",1,18,38,139,3,-741671208,499,994,0.894,31002
"31003",1,13,34,97,2,-741671208,499,1560,0.535,31003
"31004",1,53,29,123,6,-741671208,499,738,0.416,31004
"31005",1,78,21,153,5,-741671208,499,677,0.399,31005
"31006",1,12,14,137,5,-741671208,499,284,0.577,31006
"31007",1,65,39,177,6,-741671208,499,1133,0.493,31007
"31008",1,51,7,108,2,-741671208,499,608,0.41,31008
"31009",1,21,32,113,7,-741671208,499,428,0.456,31009
"31010",1,40,10,119,2,-741671208,499,811,0.498,31010
"31011",1,75,29,143,1,-741671208,499,1161,0.537,31011
"31012",1,27,12,114,6,-741671208,499,585,0.579,31012
"31013",1,16,38,163,6,-741671208,499,1045,0.558,31013
"31014",1,57,39,94,6,-741671208,499,858,0.431,31014
"31015",1,43,36,141,3,-741671208,499,847,0.725,31015
"31016",1,49,28,169,4,-741671208,499,1315,0.466,31016
"31017",1,52,12,155,5,-741671208,499,329,0.419,31017
"31018",1,85,18,161,6,-741671208,499,692,0.374,31018
"31019",1,33,41,139,6,-741671208,499,991,0.497,31019
"31020",1,62,25,152,4,-741671208,499,1005,0.398,31020
"31021",1,86,37,163,4,-741671208,499,1156,0.49,31021
"31022",1,84,8,162,3,-741671208,499,519,0.393,31022
"31023",1,30,36,163,3,-741671208,499,950,0.863,31023
"31024",1,25,23,173,2,-741671208,499,1719,0.794,31024
"31025",1,19,27,101,2,-741671208,499,1275,0.58,31025
"31026",1,66,30,155,2,-741671208,499,1289,0.502,31026
"31027",1,12,37,148,2,-741671208,499,2809,0.627,31027
"31028",1,67,16,114,1,-741671208,499,875,0.407,31028
"31029",1,13,10,122,3,-741671208,499,178,0.478,31029
"31030",1,15,21,152,5,-741671208,499,419,0.508,31030
"31031",1,81,16,108,3,-741671208,499,595,0.408,31031
"31032",1,30,19,144,6,-741671208,499,586,0.553,31032
"31033",1,77,18,175,6,-741671208,499,607,0.41,31033
"31034",1,35,24,110,6,-741671208,499,612,0.443,31034
"31035",1,65,40,136,7,-741671208,499,955,0.492,31035
"31036",1,55,12,116,4,-741671208,499,705,0.421,31036
"31037",1,25,35,150,5,-741671208,499,765,0.515,31037
"31038",1,80,28,105,5,-741671208,499,748,0.416,31038
"31039",1,46,24,98,4,-741671208,499,931,0.385,31039
"31040",1,55,39,174,1,-741671208,499,1927,0.783,31040
"31041",1,46,23,121,3,-741671208,499,497,0.501,31041
"31042",1,81,40,118,4,-741671208,499,1023,0.457,31042
"31043",1,42,37,126,7,-741671208,499,639,0.482,31043
"31044",1,71,40,161,2,-741671208,499,1485,0.528,31044
"31045",1,79,12,152,5,-741671208,499,525,0.392,31045
"31046",1,33,9,125,6,-741671208,499,526,0.496,31046
"31047",1,40,42,112,6,-741671208,499,961,0.452,31047
"31048",1,59,16,90,4,-741671208,499,768,0.392,31048
"31049",1,50,28,131,7,-741671208,499,486,0.444,31049
"31050",1,12,5,91,3,-741671208,499,449,0.385,31050
"31051",1,17,15,166,2,-741671208,499,1328,0.797,31051
"31052",1,30,12,179,7,-741671208,499,118,0.551,31052
"31053",1,35,16,92,1,-741671208,499,847,0.503,31053
"31054",1,53,17,167,5,-741671208,499,477,0.434,31054
"31055",1,24,32,100,2,-741671208,499,1433,0.532,31055
"31056",1,17,29,105,1,-741671208,499,1652,0.756,31056
"31057",1,33,39,102,4,-741671208,499,1130,0.458,31057
"31058",1,32,15,93,3,-741671208,499,392,0.398,31058
"31059",1,79,33,147,3,-741671208,499,881,0.539,31059
"31060",1,44,8,144,1,-741671208,499,691,0.478,31060
"31061",1,80,39,143,4,-741671208,499,1071,0.475,31061
"31062",1,28,20,122,6,-741671208,499,655,0.499,31062
"31063",1,44,29,118,4,-741671208,499,1096,0.424,31063
"31064",1,40,20,92,5,-741671208,499,536,0.407,31064
"31065",1,61,39,159,6,-741671208,499,1114,0.511,31065
"31066",1,13,17,145,5,-741671208,499,326,0.629,31066
"31067",1,40,40,176,4,-741671208,499,1735,0.518,31067
"31068",1,89,38,163,4,-741671208,499,1275,0.51,31068
"31069",1,52,23,128,7,-741671208,499,444,0.453,31069
"31070",1,90,25,159,5,-741671208,499,689,0.409,31070
"31071",1,13,40,163,6,-741671208,499,947,0.551,31071
"31072",1,50,16,114,5,-741671208,499,499,0.405,31072
"31073",1,78,11,128,2,-741671208,499,640,0.406,31073
"31074",1,79,22,162,2,-741671208,499,838,0.431,31074
"31075",1,82,25,103,2,-741671208,499,804,0.413,31075
"31076",1,19,27,173,4,-741671208,499,2219,0.394,31076
"31077",1,27,15,163,2,-741671208,499,1137,0.76,31077
"31078",1,82,30,151,7,-741671208,499,800,0.483,31078
"31079",1,80,36,170,3,-741671208,499,961,0.539,31079
"31080",1,14,36,156,5,-741671208,499,770,0.497,31080
"31081",1,36,33,120,4,-741671208,499,1294,0.43,31081
"31082",1,41,40,103,2,-741671208,499,1412,0.511,31082
"31083",1,72,34,98,3,-741671208,499,772,0.464,31083
"31084",1,71,38,116,3,-741671208,499,916,0.519,31084
"31085",1,68,6,144,4,-741671208,499,630,0.39,31085
"31086",1,82,6,177,2,-741671208,499,763,0.345,31086
"31087",1,78,28,161,1,-741671208,499,1131,0.544,31087
"31088",1,64,34,94,4,-741671208,499,880,0.435,31088
"31089",1,44,26,147,1,-741671208,499,1483,0.757,31089
"31090",1,85,22,100,6,-741671208,499,724,0.383,31090
"31091",1,50,10,103,6,-741671208,499,565,0.398,31091
"31092",1,22,11,133,1,-741671208,499,968,0.568,31092
"31093",1,73,27,172,5,-741671208,499,687,0.448,31093
"31094",1,71,9,173,3,-741671208,499,400,0.413,31094
"31095",1,65,18,96,5,-741671208,499,578,0.388,31095
"31096",1,38,33,115,5,-741671208,499,700,0.414,31096
"31097",1,27,30,126,1,-741671208,499,1733,0.766,31097
"31098",1,12,27,109,1,-741671208,499,1735,0.778,31098
"31099",1,11,25,149,4,-741671208,499,2234,0.408,31099
"31100",1,74,6,115,4,-741671208,499,581,0.386,31100
"31101",1,43,14,117,4,-741671208,499,973,0.469,31101
"31102",1,31,6,147,2,-741671208,499,788,0.499,31102
"31103",1,58,33,165,1,-741671208,499,1786,0.691,31103
"31104",1,25,7,157,4,-741671208,499,775,0.505,31104
"31105",1,60,6,169,6,-741671208,499,623,0.403,31105
"31106",1,15,26,157,5,-741671208,499,645,0.429,31106
"31107",1,62,8,114,7,-741671208,499,563,0.38,31107
"31108",1,34,35,167,7,-741671208,499,379,0.512,31108
"31109",1,87,21,103,4,-741671208,499,830,0.402,31109
"31110",1,18,29,171,6,-741671208,499,715,0.435,31110
"31111",1,68,25,161,7,-741671208,499,518,0.452,31111
"31112",1,57,33,154,1,-741671208,499,1653,0.704,31112
"31113",1,45,18,158,7,-741671208,499,326,0.485,31113
"31114",1,28,37,105,6,-741671208,499,841,0.416,31114
"31115",1,36,21,119,3,-741671208,499,425,0.52,31115
"31116",1,54,26,123,7,-741671208,499,518,0.413,31116
"31117",1,64,33,115,6,-741671208,499,751,0.425,31117
"31118",1,40,7,175,3,-741671208,499,242,0.442,31118
"31119",1,55,6,96,4,-741671208,499,561,0.387,31119
"31120",1,84,14,115,2,-741671208,499,662,0.385,31120
"31121",1,46,26,149,2,-741671208,499,1385,0.529,31121
"31122",1,39,11,102,1,-741671208,499,797,0.454,31122
"31123",1,44,30,152,4,-741671208,499,1348,0.408,31123
"31124",1,57,9,174,4,-741671208,499,795,0.496,31124
"31125",1,20,24,171,7,-741671208,499,62,0.661,31125
"31126",1,88,25,90,4,-741671208,499,740,0.404,31126
"31127",1,32,29,175,4,-741671208,499,1721,0.449,31127
"31128",1,10,32,173,5,-741671208,499,622,0.484,31128
"31129",1,28,40,154,3,-741671208,499,1090,0.904,31129
"31130",1,85,14,129,3,-741671208,499,548,0.403,31130
"31131",1,83,7,121,1,-741671208,499,640,0.427,31131
"31132",1,72,29,173,4,-741671208,499,1026,0.435,31132
"31133",1,40,12,132,5,-741671208,499,360,0.45,31133
"31134",1,52,12,91,2,-741671208,499,631,0.418,31134
"31135",1,57,8,155,4,-741671208,499,683,0.451,31135
"31136",1,49,14,165,5,-741671208,499,415,0.451,31136
"31137",1,21,8,161,4,-741671208,499,829,0.673,31137
"31138",1,11,35,167,7,-741671208,499,180,0.556,31138
"31139",1,85,11,141,5,-741671208,499,633,0.387,31139
"31140",1,31,32,177,6,-741671208,499,727,0.514,31140
"31141",1,72,27,135,3,-741671208,499,648,0.478,31141
"31142",1,30,7,102,5,-741671208,499,428,0.395,31142
"31143",1,46,15,133,3,-741671208,499,368,0.448,31143
"31144",1,32,8,154,4,-741671208,499,706,0.557,31144
"31145",1,36,20,109,4,-741671208,499,888,0.436,31145
"31146",1,19,29,129,7,-741671208,499,265,0.479,31146
"31147",1,31,18,173,1,-741671208,499,1366,0.723,31147
"31148",1,10,29,99,2,-741671208,499,1448,0.623,31148
"31149",1,79,10,163,2,-741671208,499,634,0.379,31149
"31150",1,31,5,113,1,-741671208,499,594,0.391,31150
"31151",1,38,37,172,5,-741671208,499,808,0.504,31151
"31152",1,56,32,161,6,-741671208,499,901,0.435,31152
"31153",1,84,12,150,2,-741671208,499,614,0.406,31153
"31154",1,88,32,123,6,-741671208,499,723,0.432,31154
"31155",1,34,16,141,2,-741671208,499,1079,0.655,31155
"31156",1,14,38,166,2,-741671208,499,3092,0.613,31156
"31157",1,47,8,139,4,-741671208,499,757,0.452,31157
"31158",1,63,28,146,6,-741671208,499,750,0.419,31158
"31159",1,64,27,94,2,-741671208,499,993,0.428,31159
"31160",1,16,13,168,4,-741671208,499,1291,0.769,31160
"31161",1,44,18,108,6,-741671208,499,619,0.449,31161
"31162",1,89,12,105,2,-741671208,499,710,0.363,31162
"31163",1,74,32,151,7,-741671208,499,751,0.414,31163
"31164",1,63,37,138,4,-741671208,499,1159,0.474,31164
"31165",1,80,27,98,5,-741671208,499,642,0.41,31165
"31166",1,62,15,127,5,-741671208,499,545,0.394,31166
"31167",1,13,14,127,5,-741671208,499,298,0.584,31167
"31168",1,11,29,172,1,-741671208,499,2548,0.92,31168
"31169",1,45,41,105,2,-741671208,499,1367,0.513,31169
"31170",1,34,34,125,6,-741671208,499,792,0.439,31170
"31171",1,16,31,131,6,-741671208,499,785,0.434,31171
"31172",1,77,31,117,6,-741671208,499,747,0.419,31172
"31173",1,84,28,112,3,-741671208,499,696,0.428,31173
"31174",1,55,26,123,7,-741671208,499,479,0.445,31174
"31175",1,58,42,98,3,-741671208,499,889,0.529,31175
"31176",1,17,27,154,3,-741671208,499,347,0.793,31176
"31177",1,11,42,97,2,-741671208,499,1897,0.562,31177
"31178",1,29,16,126,4,-741671208,499,1036,0.504,31178
"31179",1,54,37,174,3,-741671208,499,990,0.717,31179
"31180",1,72,15,167,4,-741671208,499,792,0.388,31180
"31181",1,63,39,126,4,-741671208,499,1073,0.456,31181
"31182",1,21,10,107,5,-741671208,499,323,0.415,31182
"31183",1,76,9,98,6,-741671208,499,563,0.387,31183
"31184",1,42,12,122,7,-741671208,499,408,0.417,31184
"31185",1,90,36,166,3,-741671208,499,1023,0.523,31185
"31186",1,29,8,93,3,-741671208,499,396,0.422,31186
"31187",1,57,9,140,3,-741671208,499,411,0.421,31187
"31188",1,12,31,96,7,-741671208,499,362,0.431,31188
"31189",1,46,32,142,2,-741671208,499,1614,0.512,31189
"31190",1,34,29,118,6,-741671208,499,745,0.4,31190
"31191",1,27,35,153,6,-741671208,499,807,0.491,31191
"31192",1,39,37,141,3,-741671208,499,984,0.773,31192
"31193",1,66,12,169,4,-741671208,499,930,0.413,31193
"31194",1,27,16,172,5,-741671208,499,358,0.564,31194
"31195",1,46,19,115,6,-741671208,499,685,0.404,31195
"31196",1,30,36,144,7,-741671208,499,490,0.486,31196
"31197",1,51,41,130,4,-741671208,499,1291,0.486,31197
"31198",1,10,34,149,5,-741671208,499,640,0.481,31198
"31199",1,75,25,175,5,-741671208,499,732,0.407,31199
"31200",1,42,25,163,3,-741671208,499,392,0.648,31200
"31201",1,22,11,129,3,-741671208,499,167,0.491,31201
"31202",1,37,31,90,5,-741671208,499,683,0.419,31202
"31203",1,45,21,156,6,-741671208,499,570,0.449,31203
"31204",1,33,39,142,4,-741671208,499,1695,0.499,31204
"31205",1,67,42,145,6,-741671208,499,1222,0.524,31205
"31206",1,46,38,167,6,-741671208,499,1082,0.531,31206
"31207",1,22,28,144,6,-741671208,499,799,0.458,31207
"31208",1,25,15,163,5,-741671208,499,233,0.545,31208
"31209",1,74,7,161,6,-741671208,499,530,0.381,31209
"31210",1,39,28,143,3,-741671208,499,577,0.645,31210
"31211",1,26,18,157,4,-741671208,499,1613,0.498,31211
"31212",1,66,31,118,6,-741671208,499,675,0.422,31212
"31213",1,83,31,110,4,-741671208,499,803,0.428,31213
"31214",1,67,22,122,3,-741671208,499,703,0.448,31214
"31215",1,19,30,168,3,-741671208,499,465,0.867,31215
"31216",1,48,22,137,3,-741671208,499,446,0.504,31216
"31217",1,68,25,143,5,-741671208,499,737,0.453,31217
"31218",1,36,13,140,2,-741671208,499,923,0.609,31218
"31219",1,69,20,160,3,-741671208,499,487,0.474,31219
"31220",1,62,18,153,7,-741671208,499,406,0.416,31220
"31221",1,18,34,112,3,-741671208,499,857,0.74,31221
"31222",1,19,10,175,7,-741671208,499,41,0.756,31222
"31223",1,84,32,175,5,-741671208,499,917,0.467,31223
"31224",1,30,33,179,7,-741671208,499,263,0.529,31224
"31225",1,28,40,119,7,-741671208,499,553,0.49,31225
"31226",1,11,16,100,7,-741671208,499,113,0.593,31226
"31227",1,82,24,96,2,-741671208,499,800,0.389,31227
"31228",1,55,9,164,4,-741671208,499,801,0.494,31228
"31229",1,39,5,165,7,-741671208,499,313,0.406,31229
"31230",1,14,31,156,2,-741671208,499,2378,0.649,31230
"31231",1,50,31,180,5,-741671208,499,746,0.473,31231
"31232",1,53,14,118,3,-741671208,499,490,0.402,31232
"31233",1,29,31,146,5,-741671208,499,794,0.438,31233
"31234",1,25,13,147,1,-741671208,499,1110,0.623,31234
"31235",1,85,36,150,2,-741671208,499,1159,0.508,31235
"31236",1,34,24,158,6,-741671208,499,601,0.491,31236
"31237",1,79,25,152,2,-741671208,499,989,0.439,31237
"31238",1,87,24,146,2,-741671208,499,824,0.444,31238
"31239",1,86,26,150,6,-741671208,499,725,0.45,31239
"31240",1,47,31,109,4,-741671208,499,990,0.425,31240
"31241",1,42,33,173,4,-741671208,499,1377,0.482,31241
"31242",1,47,24,133,2,-741671208,499,1134,0.558,31242
"31243",1,70,31,133,7,-741671208,499,730,0.452,31243
"31244",1,51,14,154,6,-741671208,499,693,0.434,31244
"31245",1,47,29,135,7,-741671208,499,546,0.441,31245
"31246",1,81,27,162,6,-741671208,499,675,0.428,31246
"31247",1,54,29,176,6,-741671208,499,828,0.417,31247
"31248",1,36,7,173,4,-741671208,499,829,0.555,31248
"31249",1,35,18,158,4,-741671208,499,1291,0.472,31249
"31250",1,52,9,112,2,-741671208,499,807,0.405,31250
"31251",1,61,38,134,7,-741671208,499,865,0.486,31251
"31252",1,58,26,127,6,-741671208,499,793,0.43,31252
"31253",1,57,6,142,4,-741671208,499,688,0.382,31253
"31254",1,64,16,159,5,-741671208,499,588,0.4,31254
"31255",1,79,32,167,5,-741671208,499,863,0.461,31255
"31256",1,49,9,163,7,-741671208,499,321,0.43,31256
"31257",1,59,18,176,2,-741671208,499,1111,0.552,31257
"31258",1,70,17,142,7,-741671208,499,426,0.425,31258
"31259",1,14,10,156,4,-741671208,499,987,0.721,31259
"31260",1,43,29,143,2,-741671208,499,1516,0.559,31260
"31261",1,45,6,100,4,-741671208,499,639,0.377,31261
"31262",1,22,38,119,7,-741671208,499,595,0.462,31262
"31263",1,80,40,104,7,-741671208,499,940,0.462,31263
"31264",1,18,22,157,6,-741671208,499,580,0.529,31264
"31265",1,21,28,168,7,-741671208,499,138,0.5,31265
"31266",1,33,34,146,3,-741671208,499,812,0.784,31266
"31267",1,44,18,162,2,-741671208,499,1114,0.635,31267
"31268",1,15,28,133,4,-741671208,499,1764,0.393,31268
"31269",1,74,34,135,4,-741671208,499,922,0.454,31269
"31270",1,82,19,116,5,-741671208,499,630,0.381,31270
"31271",1,46,19,137,5,-741671208,499,463,0.421,31271
"31272",1,12,7,172,2,-741671208,499,821,0.621,31272
"31273",1,79,36,161,6,-741671208,499,927,0.51,31273
"31274",1,20,28,129,3,-741671208,499,516,0.678,31274
"31275",1,31,31,162,4,-741671208,499,1752,0.445,31275
"31276",1,89,26,173,4,-741671208,499,867,0.467,31276
"31277",1,75,25,157,5,-741671208,499,707,0.412,31277
"31278",1,90,34,178,6,-741671208,499,957,0.514,31278
"31279",1,67,16,108,4,-741671208,499,841,0.404,31279
"31280",1,58,28,123,5,-741671208,499,731,0.443,31280
"31281",1,34,26,151,4,-741671208,499,1312,0.415,31281
"31282",1,35,31,148,5,-741671208,499,767,0.446,31282
"31283",1,23,41,144,4,-741671208,499,1879,0.485,31283
"31284",1,52,8,156,6,-741671208,499,467,0.471,31284
"31285",1,27,29,165,6,-741671208,499,744,0.491,31285
"31286",1,90,21,145,5,-741671208,499,706,0.407,31286
"31287",1,34,38,94,6,-741671208,499,750,0.429,31287
"31288",1,12,14,130,3,-741671208,499,130,0.6,31288
"31289",1,85,24,178,4,-741671208,499,894,0.437,31289
"31290",1,59,30,98,3,-741671208,499,700,0.453,31290
"31291",1,60,17,91,2,-741671208,499,718,0.425,31291
"31292",1,64,19,95,2,-741671208,499,791,0.434,31292
"31293",1,76,21,150,6,-741671208,499,691,0.411,31293
"31294",1,72,16,177,6,-741671208,499,528,0.455,31294
"31295",1,23,22,170,4,-741671208,499,2102,0.403,31295
"31296",1,79,35,163,4,-741671208,499,998,0.459,31296
