"","[run number]","matrix_permeability","perceptual_range","vision_angle","scenario","random-seed","[step]","total_crossings","assess_top_sections","siminputrow"
"14322",1,63,13,93,2,-741671208,499,749,0.398,14322
"14323",1,11,28,155,6,-741671208,499,652,0.474,14323
"14324",1,21,39,101,5,-741671208,499,805,0.441,14324
"14325",1,37,30,160,3,-741671208,499,598,0.754,14325
"14326",1,38,40,94,6,-741671208,499,881,0.432,14326
"14327",1,18,26,162,7,-741671208,499,95,0.568,14327
"14328",1,79,31,101,1,-741671208,499,915,0.47,14328
"14329",1,26,35,157,2,-741671208,499,2492,0.57,14329
"14330",1,27,23,104,7,-741671208,499,322,0.45,14330
"14331",1,35,34,129,6,-741671208,499,800,0.474,14331
"14332",1,13,22,103,4,-741671208,499,1175,0.414,14332
"14333",1,62,20,97,5,-741671208,499,567,0.377,14333
"14334",1,62,42,138,4,-741671208,499,1258,0.498,14334
"14335",1,72,10,145,2,-741671208,499,778,0.416,14335
"14336",1,86,22,165,6,-741671208,499,628,0.433,14336
"14337",1,86,26,133,3,-741671208,499,765,0.456,14337
"14338",1,19,26,152,5,-741671208,499,577,0.426,14338
"14339",1,59,12,136,4,-741671208,499,714,0.429,14339
"14340",1,50,42,159,5,-741671208,499,996,0.548,14340
"14341",1,88,33,129,6,-741671208,499,833,0.447,14341
"14342",1,80,36,162,4,-741671208,499,1042,0.508,14342
"14343",1,38,31,164,3,-741671208,499,623,0.75,14343
"14344",1,80,9,115,6,-741671208,499,618,0.362,14344
"14345",1,67,39,164,4,-741671208,499,1401,0.514,14345
"14346",1,64,36,131,4,-741671208,499,1131,0.451,14346
"14347",1,25,22,106,6,-741671208,499,568,0.526,14347
"14348",1,67,35,99,5,-741671208,499,750,0.444,14348
"14349",1,54,26,123,7,-741671208,499,518,0.413,14349
"14350",1,77,15,140,1,-741671208,499,686,0.388,14350
"14351",1,19,11,140,2,-741671208,499,881,0.635,14351
"14352",1,48,42,97,5,-741671208,499,827,0.44,14352
"14353",1,81,34,175,3,-741671208,499,914,0.533,14353
"14354",1,35,25,161,5,-741671208,499,497,0.451,14354
"14355",1,73,31,95,2,-741671208,499,911,0.435,14355
"14356",1,44,32,151,3,-741671208,499,700,0.666,14356
"14357",1,34,12,120,7,-741671208,499,302,0.45,14357
"14358",1,77,13,90,6,-741671208,499,630,0.37,14358
"14359",1,69,9,104,3,-741671208,499,504,0.393,14359
"14360",1,70,31,154,6,-741671208,499,973,0.452,14360
"14361",1,68,5,121,1,-741671208,499,550,0.378,14361
"14362",1,38,14,110,6,-741671208,499,528,0.494,14362
"14363",1,65,37,124,3,-741671208,499,952,0.544,14363
"14364",1,70,11,121,5,-741671208,499,553,0.382,14364
"14365",1,63,7,99,2,-741671208,499,650,0.378,14365
"14366",1,64,29,163,5,-741671208,499,811,0.465,14366
"14367",1,64,6,144,4,-741671208,499,578,0.431,14367
"14368",1,76,15,120,7,-741671208,499,489,0.399,14368
"14369",1,64,25,161,1,-741671208,499,1262,0.628,14369
"14370",1,57,14,118,3,-741671208,499,411,0.409,14370
"14371",1,46,32,125,1,-741671208,499,1622,0.663,14371
"14372",1,27,40,94,4,-741671208,499,1078,0.434,14372
"14373",1,55,38,135,4,-741671208,499,1117,0.476,14373
"14374",1,43,35,115,2,-741671208,499,1492,0.515,14374
"14375",1,72,34,133,3,-741671208,499,895,0.553,14375
"14376",1,53,18,169,2,-741671208,499,1130,0.604,14376
"14377",1,43,35,128,7,-741671208,499,617,0.465,14377
"14378",1,31,10,158,6,-741671208,499,576,0.616,14378
"14379",1,19,27,118,2,-741671208,499,1442,0.618,14379
"14380",1,31,41,159,4,-741671208,499,1830,0.526,14380
"14381",1,34,33,134,2,-741671208,499,1729,0.553,14381
"14382",1,86,24,111,4,-741671208,499,720,0.404,14382
"14383",1,67,31,144,3,-741671208,499,751,0.514,14383
"14384",1,45,7,115,2,-741671208,499,732,0.385,14384
"14385",1,72,15,125,6,-741671208,499,638,0.428,14385
"14386",1,39,14,161,1,-741671208,499,1092,0.614,14386
"14387",1,46,18,118,1,-741671208,499,871,0.552,14387
"14388",1,78,16,161,2,-741671208,499,849,0.442,14388
"14389",1,78,36,147,4,-741671208,499,988,0.487,14389
"14390",1,18,8,98,5,-741671208,499,302,0.421,14390
"14391",1,70,20,177,2,-741671208,499,1178,0.514,14391
"14392",1,40,30,104,4,-741671208,499,1032,0.39,14392
"14393",1,65,10,97,4,-741671208,499,638,0.397,14393
"14394",1,23,12,144,2,-741671208,499,982,0.668,14394
"14395",1,49,14,163,3,-741671208,499,248,0.464,14395
"14396",1,80,13,150,6,-741671208,499,642,0.396,14396
"14397",1,72,37,137,6,-741671208,499,833,0.509,14397
"14398",1,69,40,112,6,-741671208,499,944,0.435,14398
"14399",1,51,15,179,1,-741671208,499,1021,0.638,14399
"14400",1,46,29,155,2,-741671208,499,1513,0.569,14400
"14401",1,38,8,100,4,-741671208,499,630,0.427,14401
"14402",1,20,10,131,4,-741671208,499,867,0.615,14402
"14403",1,40,38,144,3,-741671208,499,1063,0.8,14403
"14404",1,17,40,175,4,-741671208,499,2245,0.529,14404
"14405",1,46,11,138,2,-741671208,499,845,0.499,14405
"14406",1,89,25,142,6,-741671208,499,757,0.429,14406
"14407",1,62,21,160,6,-741671208,499,667,0.421,14407
"14408",1,55,34,167,3,-741671208,499,888,0.673,14408
"14409",1,86,29,130,3,-741671208,499,764,0.455,14409
"14410",1,52,6,103,6,-741671208,499,560,0.375,14410
"14411",1,18,39,143,3,-741671208,499,1151,0.891,14411
"14412",1,46,22,172,4,-741671208,499,1380,0.381,14412
"14413",1,70,9,159,5,-741671208,499,479,0.403,14413
"14414",1,52,18,145,4,-741671208,499,1100,0.421,14414
"14415",1,17,12,164,3,-741671208,499,43,0.814,14415
"14416",1,56,14,165,7,-741671208,499,281,0.498,14416
"14417",1,23,32,102,6,-741671208,499,684,0.42,14417
"14418",1,58,18,91,4,-741671208,499,706,0.387,14418
"14419",1,87,19,179,6,-741671208,499,774,0.422,14419
"14420",1,60,39,126,3,-741671208,499,976,0.612,14420
"14421",1,58,26,93,2,-741671208,499,999,0.437,14421
"14422",1,42,29,123,5,-741671208,499,627,0.402,14422
"14423",1,61,24,103,3,-741671208,499,530,0.425,14423
"14424",1,35,19,118,5,-741671208,499,497,0.429,14424
"14425",1,36,30,172,4,-741671208,499,1570,0.459,14425
"14426",1,61,41,93,5,-741671208,499,840,0.439,14426
"14427",1,58,9,121,6,-741671208,499,489,0.434,14427
"14428",1,39,21,115,4,-741671208,499,1024,0.38,14428
"14429",1,46,9,175,1,-741671208,499,827,0.493,14429
"14430",1,20,39,171,7,-741671208,499,493,0.517,14430
"14431",1,67,16,166,6,-741671208,499,631,0.409,14431
"14432",1,29,32,144,1,-741671208,499,2075,0.836,14432
"14433",1,50,30,145,2,-741671208,499,1500,0.512,14433
"14434",1,41,26,99,5,-741671208,499,653,0.398,14434
"14435",1,51,11,102,2,-741671208,499,704,0.432,14435
"14436",1,73,23,149,2,-741671208,499,879,0.502,14436
"14437",1,61,33,168,7,-741671208,499,706,0.477,14437
"14438",1,31,36,133,2,-741671208,499,1988,0.574,14438
"14439",1,88,7,135,7,-741671208,499,664,0.372,14439
"14440",1,63,39,118,2,-741671208,499,1311,0.502,14440
"14441",1,73,22,133,3,-741671208,499,571,0.462,14441
"14442",1,84,26,166,6,-741671208,499,825,0.418,14442
"14443",1,53,40,106,4,-741671208,499,1140,0.434,14443
"14444",1,58,33,150,5,-741671208,499,865,0.469,14444
"14445",1,38,28,153,5,-741671208,499,680,0.463,14445
"14446",1,62,13,169,2,-741671208,499,851,0.515,14446
"14447",1,42,30,180,4,-741671208,499,1379,0.458,14447
"14448",1,12,27,172,4,-741671208,499,2487,0.419,14448
"14449",1,27,17,162,3,-741671208,499,114,0.711,14449
"14450",1,63,15,132,5,-741671208,499,507,0.426,14450
"14451",1,57,27,172,3,-741671208,499,593,0.602,14451
"14452",1,16,41,147,5,-741671208,499,909,0.494,14452
"14453",1,47,12,116,2,-741671208,499,807,0.491,14453
"14454",1,58,37,138,3,-741671208,499,968,0.616,14454
"14455",1,40,12,119,3,-741671208,499,314,0.417,14455
"14456",1,89,20,105,1,-741671208,499,739,0.388,14456
"14457",1,76,18,174,3,-741671208,499,462,0.472,14457
"14458",1,81,14,93,4,-741671208,499,667,0.384,14458
"14459",1,62,36,107,4,-741671208,499,940,0.45,14459
"14460",1,48,11,170,5,-741671208,499,402,0.393,14460
"14461",1,46,10,119,7,-741671208,499,356,0.433,14461
"14462",1,30,7,137,7,-741671208,499,354,0.384,14462
"14463",1,30,7,101,6,-741671208,499,506,0.462,14463
"14464",1,82,32,94,2,-741671208,499,851,0.414,14464
"14465",1,81,10,124,1,-741671208,499,580,0.381,14465
"14466",1,79,39,165,4,-741671208,499,1097,0.498,14466
"14467",1,58,32,119,2,-741671208,499,1231,0.487,14467
"14468",1,12,26,130,2,-741671208,499,1591,0.708,14468
"14469",1,59,29,165,4,-741671208,499,1199,0.417,14469
"14470",1,17,17,97,4,-741671208,499,901,0.544,14470
"14471",1,58,9,105,6,-741671208,499,603,0.401,14471
"14472",1,62,37,135,4,-741671208,499,1127,0.46,14472
"14473",1,69,6,178,2,-741671208,499,678,0.409,14473
"14474",1,67,14,108,5,-741671208,499,608,0.373,14474
"14475",1,20,35,132,5,-741671208,499,729,0.451,14475
"14476",1,71,14,114,1,-741671208,499,748,0.396,14476
"14477",1,82,12,120,3,-741671208,499,547,0.389,14477
"14478",1,35,30,137,6,-741671208,499,655,0.489,14478
"14479",1,55,31,166,2,-741671208,499,1474,0.522,14479
"14480",1,32,26,96,2,-741671208,499,1195,0.509,14480
"14481",1,57,18,140,3,-741671208,499,384,0.466,14481
"14482",1,34,25,90,7,-741671208,499,494,0.403,14482
"14483",1,44,42,154,6,-741671208,499,1077,0.528,14483
"14484",1,56,8,177,6,-741671208,499,681,0.46,14484
"14485",1,26,11,133,4,-741671208,499,879,0.575,14485
"14486",1,43,13,119,2,-741671208,499,827,0.479,14486
"14487",1,35,13,163,1,-741671208,499,1059,0.6,14487
"14488",1,72,30,180,7,-741671208,499,685,0.491,14488
"14489",1,33,41,176,6,-741671208,499,1120,0.56,14489
"14490",1,23,40,146,4,-741671208,499,1762,0.452,14490
"14491",1,82,35,96,7,-741671208,499,640,0.42,14491
"14492",1,52,32,163,2,-741671208,499,1609,0.552,14492
"14493",1,11,31,133,3,-741671208,499,597,0.869,14493
"14494",1,20,13,170,3,-741671208,499,55,0.636,14494
"14495",1,38,23,154,5,-741671208,499,655,0.427,14495
"14496",1,43,33,120,7,-741671208,499,610,0.451,14496
"14497",1,84,7,114,3,-741671208,499,628,0.365,14497
"14498",1,90,12,163,2,-741671208,499,541,0.396,14498
"14499",1,33,20,165,4,-741671208,499,1677,0.42,14499
"14500",1,33,23,171,6,-741671208,499,658,0.48,14500
"14501",1,75,17,176,7,-741671208,499,510,0.433,14501
"14502",1,83,35,101,7,-741671208,499,809,0.417,14502
"14503",1,26,26,151,5,-741671208,499,697,0.42,14503
"14504",1,50,17,127,5,-741671208,499,513,0.396,14504
"14505",1,79,24,131,3,-741671208,499,614,0.513,14505
"14506",1,71,33,170,3,-741671208,499,821,0.572,14506
"14507",1,19,17,112,2,-741671208,499,1075,0.662,14507
"14508",1,47,7,117,7,-741671208,499,494,0.397,14508
"14509",1,82,37,121,4,-741671208,499,955,0.438,14509
"14510",1,81,21,174,7,-741671208,499,643,0.423,14510
"14511",1,78,30,162,6,-741671208,499,864,0.44,14511
"14512",1,44,14,94,2,-741671208,499,783,0.438,14512
"14513",1,22,21,153,6,-741671208,499,725,0.512,14513
"14514",1,27,9,173,6,-741671208,499,512,0.725,14514
"14515",1,61,19,95,2,-741671208,499,859,0.454,14515
"14516",1,29,6,143,4,-741671208,499,779,0.508,14516
"14517",1,16,15,163,3,-741671208,499,57,0.842,14517
"14518",1,15,15,159,4,-741671208,499,1324,0.717,14518
"14519",1,54,32,166,4,-741671208,499,1379,0.468,14519
"14520",1,18,35,165,2,-741671208,499,2668,0.595,14520
"14521",1,65,21,166,1,-741671208,499,1157,0.566,14521
"14522",1,89,19,143,1,-741671208,499,634,0.404,14522
"14523",1,75,23,179,3,-741671208,499,550,0.465,14523
"14524",1,68,22,152,6,-741671208,499,699,0.406,14524
"14525",1,10,31,127,6,-741671208,499,762,0.441,14525
"14526",1,60,17,155,2,-741671208,499,935,0.502,14526
"14527",1,43,9,142,6,-741671208,499,621,0.483,14527
"14528",1,42,31,106,5,-741671208,499,643,0.434,14528
"14529",1,36,24,124,6,-741671208,499,664,0.434,14529
"14530",1,57,14,154,3,-741671208,499,413,0.416,14530
"14531",1,31,15,146,2,-741671208,499,1123,0.679,14531
"14532",1,82,36,92,5,-741671208,499,738,0.436,14532
"14533",1,50,25,176,2,-741671208,499,1673,0.61,14533
"14534",1,34,28,123,1,-741671208,499,1634,0.712,14534
"14535",1,32,28,116,4,-741671208,499,1222,0.385,14535
"14536",1,13,19,128,2,-741671208,499,1252,0.783,14536
"14537",1,52,33,178,1,-741671208,499,2094,0.76,14537
"14538",1,42,20,149,4,-741671208,499,1232,0.404,14538
"14539",1,16,22,94,2,-741671208,499,1041,0.612,14539
"14540",1,51,26,145,5,-741671208,499,647,0.45,14540
"14541",1,72,7,160,1,-741671208,499,606,0.381,14541
"14542",1,29,39,131,3,-741671208,499,1127,0.772,14542
"14543",1,49,21,152,6,-741671208,499,635,0.408,14543
"14544",1,62,28,128,4,-741671208,499,1096,0.416,14544
"14545",1,35,19,173,3,-741671208,499,160,0.581,14545
"14546",1,56,35,150,7,-741671208,499,622,0.447,14546
"14547",1,58,23,144,2,-741671208,499,1029,0.513,14547
"14548",1,18,10,161,2,-741671208,499,982,0.673,14548
"14549",1,62,32,169,1,-741671208,499,1655,0.679,14549
"14550",1,51,28,139,3,-741671208,499,657,0.511,14550
"14551",1,22,13,124,2,-741671208,499,1008,0.65,14551
"14552",1,56,27,146,6,-741671208,499,855,0.414,14552
"14553",1,33,12,96,3,-741671208,499,403,0.419,14553
"14554",1,46,22,117,1,-741671208,499,1134,0.571,14554
"14555",1,73,8,104,7,-741671208,499,554,0.365,14555
"14556",1,87,22,140,1,-741671208,499,957,0.405,14556
"14557",1,76,25,106,5,-741671208,499,606,0.398,14557
"14558",1,11,7,128,5,-741671208,499,237,0.456,14558
"14559",1,86,22,140,2,-741671208,499,921,0.44,14559
"14560",1,57,10,124,2,-741671208,499,637,0.465,14560
"14561",1,55,21,146,3,-741671208,499,436,0.479,14561
"14562",1,85,26,156,4,-741671208,499,964,0.456,14562
"14563",1,90,31,176,3,-741671208,499,722,0.503,14563
"14564",1,72,27,165,5,-741671208,499,743,0.408,14564
"14565",1,36,10,157,6,-741671208,499,558,0.552,14565
"14566",1,38,34,93,5,-741671208,499,734,0.456,14566
"14567",1,26,37,113,1,-741671208,499,1817,0.758,14567
"14568",1,53,31,99,5,-741671208,499,751,0.421,14568
"14569",1,35,18,131,3,-741671208,499,249,0.474,14569
"14570",1,35,8,161,4,-741671208,499,771,0.556,14570
"14571",1,82,32,93,3,-741671208,499,816,0.457,14571
"14572",1,79,31,95,2,-741671208,499,827,0.44,14572
"14573",1,85,16,139,3,-741671208,499,689,0.395,14573
"14574",1,47,35,132,7,-741671208,499,641,0.451,14574
"14575",1,87,10,151,5,-741671208,499,615,0.392,14575
"14576",1,41,15,139,2,-741671208,499,974,0.603,14576
"14577",1,57,15,158,2,-741671208,499,974,0.517,14577
"14578",1,38,10,111,1,-741671208,499,742,0.482,14578
"14579",1,69,11,108,3,-741671208,499,504,0.347,14579
"14580",1,87,22,147,3,-741671208,499,635,0.413,14580
"14581",1,47,26,165,5,-741671208,499,611,0.421,14581
"14582",1,76,41,108,5,-741671208,499,948,0.453,14582
"14583",1,32,25,166,5,-741671208,499,597,0.457,14583
"14584",1,86,28,108,5,-741671208,499,673,0.422,14584
"14585",1,71,24,106,7,-741671208,499,629,0.405,14585
"14586",1,37,20,110,7,-741671208,499,328,0.415,14586
"14587",1,53,11,110,3,-741671208,499,399,0.391,14587
"14588",1,84,19,155,1,-741671208,499,889,0.436,14588
"14589",1,70,33,151,1,-741671208,499,1369,0.65,14589
"14590",1,61,14,164,5,-741671208,499,440,0.391,14590
"14591",1,40,8,121,4,-741671208,499,577,0.52,14591
"14592",1,52,7,128,3,-741671208,499,463,0.389,14592
"14593",1,20,37,178,5,-741671208,499,798,0.504,14593
"14594",1,81,25,133,4,-741671208,499,897,0.428,14594
"14595",1,73,40,178,2,-741671208,499,1568,0.564,14595
"14596",1,19,9,123,2,-741671208,499,768,0.553,14596
"14597",1,88,24,136,6,-741671208,499,743,0.423,14597
"14598",1,63,39,138,4,-741671208,499,1232,0.459,14598
"14599",1,37,27,113,2,-741671208,499,1192,0.555,14599
"14600",1,40,37,166,3,-741671208,499,978,0.85,14600
"14601",1,17,13,169,4,-741671208,499,1250,0.713,14601
"14602",1,81,42,158,2,-741671208,499,1460,0.562,14602
"14603",1,27,20,117,1,-741671208,499,1236,0.652,14603
"14604",1,51,30,116,4,-741671208,499,1012,0.405,14604
"14605",1,42,21,180,7,-741671208,499,182,0.527,14605
"14606",1,75,9,141,4,-741671208,499,703,0.385,14606
"14607",1,88,25,120,7,-741671208,499,737,0.4,14607
"14608",1,30,25,122,4,-741671208,499,1380,0.383,14608
"14609",1,65,39,157,5,-741671208,499,895,0.501,14609
"14610",1,85,16,128,4,-741671208,499,737,0.377,14610
"14611",1,40,39,173,1,-741671208,499,2303,0.847,14611
"14612",1,68,16,98,6,-741671208,499,615,0.393,14612
"14613",1,20,25,122,5,-741671208,499,623,0.437,14613
"14614",1,27,21,111,4,-741671208,499,1052,0.431,14614
"14615",1,20,16,166,3,-741671208,499,67,0.642,14615
"14616",1,34,32,119,5,-741671208,499,673,0.449,14616
"14617",1,11,30,124,6,-741671208,499,731,0.445,14617
"14618",1,51,15,128,3,-741671208,499,437,0.414,14618
"14619",1,57,11,176,6,-741671208,499,590,0.519,14619
"14620",1,28,5,166,3,-741671208,499,249,0.466,14620
"14621",1,55,27,108,7,-741671208,499,588,0.412,14621
"14622",1,37,36,131,2,-741671208,499,1714,0.552,14622
"14623",1,72,14,178,2,-741671208,499,841,0.528,14623
"14624",1,66,38,162,6,-741671208,499,1128,0.49,14624
"14625",1,54,13,105,1,-741671208,499,776,0.436,14625
"14626",1,18,20,157,2,-741671208,499,1540,0.832,14626
"14627",1,63,12,154,2,-741671208,499,912,0.477,14627
"14628",1,87,41,96,6,-741671208,499,897,0.45,14628
"14629",1,24,31,114,4,-741671208,499,1120,0.396,14629
"14630",1,16,12,123,2,-741671208,499,995,0.631,14630
"14631",1,73,23,121,2,-741671208,499,906,0.417,14631
"14632",1,41,38,138,4,-741671208,499,1354,0.462,14632
"14633",1,33,35,112,3,-741671208,499,875,0.679,14633
"14634",1,86,6,106,6,-741671208,499,651,0.386,14634
"14635",1,15,8,131,2,-741671208,499,809,0.557,14635
"14636",1,20,30,172,2,-741671208,499,2328,0.665,14636
"14637",1,19,31,92,3,-741671208,499,645,0.64,14637
"14638",1,22,19,151,5,-741671208,499,370,0.511,14638
"14639",1,48,28,169,5,-741671208,499,759,0.43,14639
"14640",1,89,32,95,4,-741671208,499,731,0.408,14640
"14641",1,69,7,122,7,-741671208,499,535,0.368,14641
"14642",1,46,25,136,2,-741671208,499,1240,0.553,14642
"14643",1,22,7,90,4,-741671208,499,620,0.442,14643
"14644",1,86,29,117,3,-741671208,499,780,0.437,14644
"14645",1,42,42,151,5,-741671208,499,1074,0.527,14645
"14646",1,51,30,178,2,-741671208,499,1793,0.582,14646
"14647",1,19,20,114,4,-741671208,499,1242,0.462,14647
"14648",1,89,38,155,3,-741671208,499,1006,0.524,14648
"14649",1,45,37,127,6,-741671208,499,905,0.465,14649
"14650",1,73,41,120,1,-741671208,499,1221,0.566,14650
"14651",1,33,34,163,5,-741671208,499,841,0.464,14651
"14652",1,38,38,92,6,-741671208,499,769,0.437,14652
"14653",1,28,16,173,2,-741671208,499,1070,0.757,14653
"14654",1,34,40,122,2,-741671208,499,1785,0.575,14654
"14655",1,13,13,118,4,-741671208,499,930,0.642,14655
"14656",1,22,16,167,6,-741671208,499,529,0.741,14656
"14657",1,66,12,105,5,-741671208,499,503,0.382,14657
"14658",1,35,20,172,1,-741671208,499,1543,0.756,14658
"14659",1,28,8,140,1,-741671208,499,666,0.536,14659
"14660",1,81,33,132,1,-741671208,499,983,0.485,14660
"14661",1,25,8,102,2,-741671208,499,703,0.455,14661
"14662",1,75,24,167,6,-741671208,499,664,0.44,14662
"14663",1,52,6,138,4,-741671208,499,652,0.429,14663
"14664",1,46,18,177,2,-741671208,499,1292,0.672,14664
"14665",1,53,34,110,2,-741671208,499,1225,0.482,14665
"14666",1,45,19,119,4,-741671208,499,895,0.426,14666
"14667",1,12,24,175,6,-741671208,499,650,0.494,14667
"14668",1,63,26,119,4,-741671208,499,843,0.409,14668
"14669",1,19,42,176,5,-741671208,499,904,0.541,14669
"14670",1,12,17,136,5,-741671208,499,279,0.588,14670
"14671",1,11,27,120,1,-741671208,499,1816,0.786,14671
"14672",1,55,26,153,5,-741671208,499,615,0.462,14672
"14673",1,21,16,158,6,-741671208,499,672,0.704,14673
"14674",1,73,29,94,7,-741671208,499,631,0.399,14674
"14675",1,74,39,107,3,-741671208,499,955,0.499,14675
"14676",1,40,27,111,4,-741671208,499,1082,0.405,14676
"14677",1,44,8,171,2,-741671208,499,725,0.534,14677
"14678",1,34,25,130,5,-741671208,499,661,0.399,14678
"14679",1,50,7,136,2,-741671208,499,712,0.456,14679
"14680",1,81,29,112,5,-741671208,499,799,0.418,14680
"14681",1,43,15,148,1,-741671208,499,1074,0.592,14681
"14682",1,74,40,168,6,-741671208,499,1094,0.496,14682
"14683",1,45,10,95,4,-741671208,499,645,0.403,14683
"14684",1,79,41,173,1,-741671208,499,1639,0.665,14684
"14685",1,81,39,93,3,-741671208,499,795,0.453,14685
"14686",1,54,33,91,5,-741671208,499,706,0.419,14686
"14687",1,66,10,136,6,-741671208,499,591,0.384,14687
"14688",1,45,7,147,6,-741671208,499,503,0.473,14688
"14689",1,85,23,106,2,-741671208,499,817,0.397,14689
"14690",1,54,15,174,2,-741671208,499,1032,0.617,14690
"14691",1,74,26,155,3,-741671208,499,690,0.471,14691
"14692",1,75,19,168,3,-741671208,499,540,0.415,14692
"14693",1,65,24,164,5,-741671208,499,732,0.417,14693
"14694",1,74,14,133,6,-741671208,499,576,0.384,14694
"14695",1,79,13,113,1,-741671208,499,655,0.374,14695
"14696",1,12,11,173,3,-741671208,499,16,1,14696
"14697",1,55,12,156,5,-741671208,499,264,0.466,14697
"14698",1,14,20,127,2,-741671208,499,1390,0.769,14698
"14699",1,16,35,149,2,-741671208,499,2437,0.596,14699
"14700",1,84,13,131,3,-741671208,499,450,0.402,14700
"14701",1,83,32,101,6,-741671208,499,731,0.41,14701
"14702",1,84,10,97,6,-741671208,499,661,0.359,14702
"14703",1,62,39,130,1,-741671208,499,1500,0.656,14703
"14704",1,56,19,161,3,-741671208,499,426,0.425,14704
"14705",1,65,19,101,4,-741671208,499,759,0.427,14705
"14706",1,88,36,94,4,-741671208,499,753,0.414,14706
"14707",1,34,24,110,6,-741671208,499,679,0.418,14707
"14708",1,63,17,140,6,-741671208,499,664,0.432,14708
"14709",1,78,36,147,4,-741671208,499,988,0.487,14709
"14710",1,90,20,96,6,-741671208,499,592,0.383,14710
"14711",1,20,19,172,3,-741671208,499,78,0.679,14711
"14712",1,24,34,169,5,-741671208,499,728,0.478,14712
